DIN,FullName,GenericName,BrandName,Dosage,DosageForm
269174,FLUORESCEIN SODIUM/PF 2 % DP,FLUORESCEIN SODIUM/PF,Fluorescein Sodium Oph Soln, 2 % DP,DROPERETTE
269190,CYCLOPENTOLATE HCL/PF 1 % DP,CYCLOPENTOLATE HCL/PF,Cyclopentolate Hcl Oph Soln, 1 % DP,DROPERETTE
269204,CYCLOPENTOLATE HCL/PF 0.5 % DP,CYCLOPENTOLATE HCL/PF,Cyclopentolate Hcl Oph Soln, 0.5 % DP,DROPERETTE
269239,TETRACAINE HCL/PF 1 % DP,TETRACAINE HCL/PF,Tetracaine Hcl, 1 % DP,DROPERETTE
269247,TETRACAINE HCL/PF 0.5 % DP,TETRACAINE HCL/PF,Tet, 0.5 % DP,DROPERETTE
269255,ATROPINE SULFATE/PF 1 % DP,ATROPINE SULFATE/PF,Atropine Sulfate Oph Soln, 1 % DP,DROPERETTE
269271,DIAZOXIDE 300MG/20ML HV,DIAZOXIDE,Hyperstat, 300MG/20ML HV,VIAL
270385,ALUMINUM CHLORIDE 25 % SL,ALUMINUM CHLORIDE,Hemodent, 25 % SL,LIQUID
270601,CEPHALORIDINE 1 G HS,CEPHALORIDINE,Ceporan, 1 G HS,VIAL
270628,CEPHALORIDINE 500 MG HS,CEPHALORIDINE,Ceporan, 500 MG HS,VIAL
270636,SULFAMETHOXAZOLE/TRIMETHOPRIM 400MG-80MG TA,SULFAMETHOXAZOLE/TRIMETHOPRIM,Septra, 400MG-80MG TA,TABLET
270644,SULFAMETHOXAZOLE/TRIMETHOPRIM 200-40MG/5 SC,SULFAMETHOXAZOLE/TRIMETHOPRIM,Septra Pediatric Suspension, 200-40MG/5 SC,ORAL SUSP
270660,MINERAL OIL/MAG HYDROX  SU,MINERAL OIL/MAG HYDROX  SU,Milk Of Magnesia Mineral Oil Eml Flavored,,EMULSION
270687,NANDROLONE DECANOATE 100 MG/ML HV,NANDROLONE DECANOATE,Deca Durabolin, 100 MG/ML HV,VIAL
270792,TCN/SALICYLAMIDE/CH-OTHEN/CAFF  TA,TCN/SALICYLAMIDE/CH-OTHEN/CAFF  TA,Achrocidin,,TABLET
270865,CH HYD/METHYL SALICYLATE/MENTH  OA,CH HYD/METHYL SALICYLATE/MENTH  OA,Analgesic Balm,,OINT. (G)
271373,PREDNISONE 1 MG TA,PREDNISONE,Winpred, 1 MG TA,TABLET
272477,SULFAMETHOXAZOLE/TRIMETHOPRIM 100MG-20MG TA,SULFAMETHOXAZOLE/TRIMETHOPRIM,Bactrim Roche Paediatric, 100MG-20MG TA,TABLET
272515,BENZALKONIUM CHLORIDE 0.13 % SA,BENZALKONIUM CHLORIDE,Zephiran Aqueous Soln, 0.13 % SA,SOLUTION
272655,ISONIAZID 300 MG TA,ISONIAZID,Isotamine, 300 MG TA,TABLET
273015,DEXTROTHYROXINE SODIUM 2 MG TA,DEXTROTHYROXINE SODIUM,Choloxin, 2 MG TA,TABLET
273023,ERYTHROMYCIN STEARATE 250 MG/5ML SC,ERYTHROMYCIN STEARATE,Erythrocin, 250 MG/5ML SC,ORAL SUSP
273287,"MERCURY,AMMONIATED 5 % OA","MERCURY,AMMONIATED",Ammon Merc, 5 % OA,OINT. (G)
273384,ERGOTAMINE TARTRATE 9 MG/ML AH,ERGOTAMINE TARTRATE,Medihaler Ergotamine, 9 MG/ML AH,AER W/ADAP
273406,ACETYLSALICYLIC ACID/CAFFEINE 226.8-32.4 TA,ACETYLSALICYLIC ACID/CAFFEINE,Antidol, 226.8-32.4 TA,TABLET
273953,"SOD PHOS,M-B/DW/SOD CITRAT/CA  SL","SOD PHOS,M-B/DW/SOD CITRAT/CA  SL",Blood Pack Unit Cpd,,LIQUID
273996,BENZALKONIUM CHLORIDE 3.3 % SL,BENZALKONIUM CHLORIDE,Benzalkonium Chloride Solution, 3.3 % SL,LIQUID
274003,ASCORBIC ACID  PA,ASCORBIC ACID  PA,Ascorbic Acid,,POWDER
274062,VITAMIN E MIXED 1000 UNIT CA,VITAMIN E MIXED,Vitamin E, 1000 UNIT CA,CAPSULE
274186,VITAMIN B12-INTRINSIC FACTOR 110-0.5MG CA,VITAMIN B12-INTRINSIC FACTOR,Schillings Test Kit Co57, 110-0.5MG CA,CAPSULE
274194,IOTHALAMATE MEGLUMINE 43 % HV,IOTHALAMATE MEGLUMINE,Cysto Conray, 43 % HV,VIAL
274259,"VITAMIN E (DL,TOCOPHERYL ACET) 400 UNIT CA","VITAMIN E (DL,TOCOPHERYL ACET)",Vitamin E, 400 UNIT CA,CAPSULE
274437,FLUOCINONIDE 0.05 % OA,FLUOCINONIDE,Lidex Ont, 0.05 % OA,OINT. (G)
274445,FLUOCINONIDE 0.01 % OA,FLUOCINONIDE,Lidex Ointment Mild, 0.01 % OA,OINT. (G)
274453,FLUOCINONIDE 0.01 % KA,FLUOCINONIDE,Lidex Cream Mild, 0.01 % KA,CREAM (G)
274534,VACCINIA IMMUNE GLOBULIN HUMAN 1000 UNIT HV,VACCINIA IMMUNE GLOBULIN HUMAN,Vaccinia Immune Globulin (Human), 1000 UNIT HV,VIAL
274623,ERGOCALCIFEROL (VITAMIN D2) 400 UNIT CA,ERGOCALCIFEROL (VITAMIN D2),Vitamin D, 400 UNIT CA,CAPSULE
274925,EUGENOL  SL,EUGENOL  SL,Eugenol,,LIQUID
275131,PHENYTOIN SODIUM/PHENOBARBITAL 100-15MG CA,PHENYTOIN SODIUM/PHENOBARBITAL,Dilantin W Phenobarbital, 100-15MG CA,CAPSULE
275212,"ESTROGEN,ESTER/CHLORDIAZEPOXID 0.4MG-10MG TA","ESTROGEN,ESTER/CHLORDIAZEPOXID",Menrium, 0.4MG-10MG TA,TABLET
275328,BUTALB/ACETYLSALICYLIC AC/CAFF 50-330-40 TA,BUTALB/ACETYLSALICYLIC AC/CAFF,Fiorinal, 50-330-40 TA,TABLET
276464,LIDOCAINE/CARBON DIOXIDE 20 MG/ML HV,LIDOCAINE/CARBON DIOXIDE,Xylocaine Co2, 20 MG/ML HV,VIAL
276502,ASCORBIC ACID/MINERALS 10 MG TC,ASCORBIC ACID/MINERALS,Lecikel Chewable, 10 MG TC,TAB CHEW
276677,POVIDONE-IODINE 5 % SA,POVIDONE-IODINE,Prepodyne Concentrate, 5 % SA,SOLUTION
276685,POVIDONE-IODINE 1 % SA,POVIDONE-IODINE,Prepodyne Solution, 1 % SA,SOLUTION
276731,POVIDONE-IODINE 10 % EL,POVIDONE-IODINE,Betadine Solution Swab Aid, 10 % EL,MED. SWAB
277061,AMPICILLIN/PROBENECID 3.5-1 PD,AMPICILLIN/PROBENECID,Ampicin Prb, 3.5-1 PD,SUSP RECON
277215,ASCORBIC ACID 250 MG TC,ASCORBIC ACID,Vitamin C, 250 MG TC,TAB CHEW
277878,BONE MEAL  TA,BONE MEAL  TA,Calcium And Phosphorus Supplement,,TABLET
278912,PREDNISOLONE ACETATE 50 MG/ML HV,PREDNISOLONE ACETATE,Prednisolone Acetate Sus, 50 MG/ML HV,VIAL
279447,PIPERACETAZINE 50 MG TA,PIPERACETAZINE,Quide, 50 MG TA,TABLET
279463,FERROUS FUM/VIT B12/LIVER/B1  CS,FERROUS FUM/VIT B12/LIVER/B1  CS,Tri,,CAPSULE ER
279536,ISOSORBIDE DINITRATE 30 MG TA,ISOSORBIDE DINITRATE,Isordil , 30 MG TA,TABLET
280011,COAL TAR 0.3 % SS,COAL TAR,Neutratar Shp, 0.3 % SS,SHAMPOO
280070,POT NITRATE/CAFFEINE/HERBS  TA,POT NITRATE/CAFFEINE/HERBS  TA,Flowaway,,TABLET
280097,FERROUS ASCORBATE 275 MG CA,FERROUS ASCORBATE,Ascofer, 275 MG CA,CAPSULE
280666,BENZALKONIUM CHLORIDE/ALCOHOL  OA,BENZALKONIUM CHLORIDE/ALCOHOL  OA,Ice O Derm Medicated Astringent Gel,,OINT. (G)
280704,CHLORHEXIDINE HCL/SOD ALGINATE  AB,CHLORHEXIDINE HCL/SOD ALGINATE  AB,Ultrastat,,AEROSOL
280747,RESOR/SAL ACID/C-T/BA/CET ALC  EB,RESOR/SAL ACID/C-T/BA/CET ALC  EB,Mazon Soap,,BAR
280755,SALICYLIC ACID/SULFUR 2 % SL,SALICYLIC ACID/SULFUR,Fostex, 2 % SL,LIQUID
280828,ISOPROPAMIDE/TRIFLUOP HCL 10 MG-2 MG TA,ISOPROPAMIDE/TRIFLUOP HCL,Stelabid Ultra, 10 MG-2 MG TA,TABLET
280844,FACTOR IX COMPLEX HUMAN  HS,FACTOR IX COMPLEX HUMAN  HS,Factor Complex Proplex,,VIAL
281379,POVIDONE-IODINE 250 MG QC,POVIDONE-IODINE,Proviodine Ovules, 250 MG QC,SUPP.VAG
281492,CASCARA/SEN/VIT BCOMP+C/MIN  ZD,CASCARA/SEN/VIT BCOMP+C/MIN  ZD,Naran Reducing Plan,,COMBO. PKG
281506,"TYPHOID VACC HEAT-PHENOL,INACT  HV","TYPHOID VACC HEAT-PHENOL,INACT  HV",Typhoid Vaccine,,VIAL
281913,FLUOCINONIDE 0.05 % JG,FLUOCINONIDE,Topsyn, 0.05 % JG,GEL (GRAM)
282081,THIOGUANINE 40 MG TA,THIOGUANINE,Lanvis, 40 MG TA,TABLET
282243,SOAP/BORIC AC/SOD LAURYL SULF 105G EC,SOAP/BORIC AC/SOD LAURYL SULF,Lowila Cake, 105G EC,CAKE
282286,EPINEPHRINE 5 MG/ML AH,EPINEPHRINE,Bronkaid Mistometer, 5 MG/ML AH,AER W/ADAP
282308,MINOCYCLINE HCL 50 MG CA,MINOCYCLINE HCL,Minocin, 50 MG CA,CAPSULE
282316,OXYTOCIN 5 UNIT/ML HH,OXYTOCIN,Syntocinon, 5 UNIT/ML HH,AMPUL
282456,TRIAMCINOLONE ACETONIDE 0.025 % OA,TRIAMCINOLONE ACETONIDE,Aristocort D Ont, 0.025 % OA,OINT. (G)
282499,VITAMIN E MIXED 400 UNIT CA,VITAMIN E MIXED,Vitamin E, 400 UNIT CA,CAPSULE
282502,VITAMIN E MIXED 200 UNIT CA,VITAMIN E MIXED,Vitamin E, 200 UNIT CA,CAPSULE
282529,DICYCLOMINE HCL 20 MG TA,DICYCLOMINE HCL,Bentylol, 20 MG TA,TABLET
282588,DEXTROTHYROXINE SODIUM 6 MG TA,DEXTROTHYROXINE SODIUM,Choloxin, 6 MG TA,TABLET
282596,DEXTROTHYROXINE SODIUM 1 MG TA,DEXTROTHYROXINE SODIUM,Choloxin, 1 MG TA,TABLET
282677,ESTROPIPATE 3 MG TA,ESTROPIPATE,Ogen, 3 MG TA,TABLET
282685,ESTROPIPATE 1.5 MG TA,ESTROPIPATE,Ogen, 1.5 MG TA,TABLET
282766,TRICLOSAN 0.5 % EE,TRICLOSAN,Smile Shower Soap, 0.5 % EE,LIQ. SOAP
282774,ZINC OXIDE 1.1 % OA,ZINC OXIDE,Abrasion Ont, 1.1 % OA,OINT. (G)
282839,NOSCAPINE 3 MG/ML ST,NOSCAPINE,Noscatuss Syr, 3 MG/ML ST,SYRUP
283150,"HEPARIN CALCIUM,PORCINE 25000/ML HH","HEPARIN CALCIUM,PORCINE",Calciparine, 25000/ML HH,AMPUL
283223,GUAIFEN/DM HB/PPA/PYRIL/PHENIR  SL,GUAIFEN/DM HB/PPA/PYRIL/PHENIR  SL,Triaminic Dm Expectorant,,LIQUID
283568,ZINC GLUCONATE 10 MG TA,ZINC GLUCONATE,Zinc, 10 MG TA,TABLET
283991,PYRAZINAMIDE 500 MG TA,PYRAZINAMIDE,Tebrazid, 500 MG TA,TABLET
284009,AMPICILLIN/PROBENECID  YK,AMPICILLIN/PROBENECID  YK,Pro Biosan Kit,,KIT
284106,LIDOCAINE/EPINEPHRINE BIT/PF 2%-1:200K HV,LIDOCAINE/EPINEPHRINE BIT/PF,Xylocaine , 2%-1:200K HV,VIAL
284408,CAPSICN/MENTH/BALSM/GLY/ACACIA  TL,CAPSICN/MENTH/BALSM/GLY/ACACIA  TL,Buckleys Throat Aids Loz,,LOZENGE
285455,SPIRONOLACTONE 100 MG TA,SPIRONOLACTONE,Aldactone, 100 MG TA,TABLET
285463,ASPARAGINASE 10000 UNIT HS,ASPARAGINASE,Kidrolase, 10000 UNIT HS,VIAL
285471,DEXAMETHASONE 0.75 MG UD,DEXAMETHASONE,Dexasone, 0.75 MG UD,TAB DS PK
285528,AA 10 %/ELECTROLYTE-TPN SOLN 10 % HM,AA ,Travasol E, 10 %/ELECTROLYTE-TPN SOLN 10 % HM,IV SOLN
285544,MAZINDOL 2 MG TA,MAZINDOL,Sanorex, 2 MG TA,TABLET
285854,THIAMINE/HERBAL DRUGS  SL,THIAMINE/HERBAL DRUGS  SL,Venostasin,,LIQUID
286265,BISACODYL 10 MG/5 ML SF,BISACODYL,Dulcolax Micro Enema, 10 MG/5 ML SF,ENEMA
286435,LACTOSE-REDUCED FOOD  SL,LACTOSE-REDUCED FOOD  SL,Sustacal,,LIQUID
286451,CHLOROXYLENOL  AC,CHLOROXYLENOL  AC,Smile Suds Aer,,AEROSOL
286648,ACETYLSALICYLIC ACID/CAFFEINE 390-16.25 TA,ACETYLSALICYLIC ACID/CAFFEINE,Ac, 390-16.25 TA,TABLET
286710,DIPHENHYD/ME-SAL/MEN/CAMP/ZINC  EJ,DIPHENHYD/ME-SAL/MEN/CAMP/ZINC  EJ,Salonpas Medicated Plaster,,PLASTER
286958,CAP/MENTH/HERB/LICOR/T-B/ANISE  TL,CAP/MENTH/HERB/LICOR/T-B/ANISE  TL,Bronchial Lozenges,,LOZENGE
286966,CREOSOTE/MENTHOL/PINE NDL OIL  TL,CREOSOTE/MENTHOL/PINE NDL OIL  TL,Catarrh Pastilles,,LOZENGE
286982,VITAMIN B COMPLEX/VITAMIN D2  SL,VITAMIN B COMPLEX/VITAMIN D2  SL,Phytoplex B,,LIQUID
287075,DIBUCAINE 1 % OA,DIBUCAINE,Nupercainal Anesthetic Ont, 1 % OA,OINT. (G)
287628,MINERAL OIL/CARRAGEENAN 2.5 ML/5ML SU,MINERAL OIL/CARRAGEENAN,Kondremul Plain, 2.5 ML/5ML SU,EMULSION
287636,CASCARA/MIN OIL/CARRAGEENAN  SL,CASCARA/MIN OIL/CARRAGEENAN  SL,Kondremul W Cascara,,LIQUID
287644,PPL/MINERAL OIL/CARRAGEENAN  SL,PPL/MINERAL OIL/CARRAGEENAN  SL,Kondremul W Phenolphthalein,,LIQUID
287725,"ESTROGENS,ESTERIFIED 0.625 MG TA","ESTROGENS,ESTERIFIED",Estragyn, 0.625 MG TA,TABLET
287733,"ESTROGENS,ESTERIFIED 1.25 MG TA","ESTROGENS,ESTERIFIED",Neo Estrone, 1.25 MG TA,TABLET
287903,IRON/VIT B COMP/LIVER EXTRACT  TA,IRON/VIT B COMP/LIVER EXTRACT  TA,Liver Iron And B Compound,,TABLET
288071,DEXTRAN 70/DEXTROSE 10 %-WATER 32 % SW,DEXTRAN 70/DEXTROSE ,Hyskon Uterine Solution, 70/DEXTROSE 10 %-WATER 32 % SW,IRRIG SOLN
288187,CALCIUM/MAGNESIUM 173-100MG TA,CALCIUM/MAGNESIUM,Calcium And Magnesium, 173-100MG TA,TABLET
288209,NYSTATIN 25K UNIT/G KA,NYSTATIN,Nilstat, 25K UNIT/G KA,CREAM (G)
288284,CALCIUM LACTATE 78 MG(600) TA,CALCIUM LACTATE,Calcium Lactate, 78 MG(600) TA,TABLET
288497,AMOXICILLIN 250 MG CA,AMOXICILLIN,Amoxil, 250 MG CA,CAPSULE
288500,AMOXICILLIN 125 MG/5ML PD,AMOXICILLIN,Amoxil, 125 MG/5ML PD,SUSP RECON
288519,AMOXICILLIN 250 MG/5ML PD,AMOXICILLIN,Amoxil, 250 MG/5ML PD,SUSP RECON
289337,METHIONINE/LA/METHYLBNZ  SL,METHIONINE/LA/METHYLBNZ  SL,Thomas Formula No,,LIQUID
289353,LA/ALCLO/BENZET CL/BA/B-A/EA  SL,LA/ALCLO/BENZET CL/BA/B-A/EA  SL,Thomas Oxyborniol,,LIQUID
289388,VITAMIN D2/SALICYLIC ACID  OA,VITAMIN D2/SALICYLIC ACID  OA,Thomas Formula No,,OINT. (G)
289426,RESOR/SAL ACID/UREA/BENZYL ALC  SL,RESOR/SAL ACID/UREA/BENZYL ALC  SL,Thomas Formula No,,LIQUID
289442,VITAMIN D2/CAPSAICIN/JUN/ICHTH  OA,VITAMIN D2/CAPSAICIN/JUN/ICHTH  OA,Thomas Formula No,,OINT. (G)
289450,SALICYLIC ACID/UREA/BENZYL ALC  SL,SALICYLIC ACID/UREA/BENZYL ALC  SL,Thomas Formula No,,LIQUID
289477,CAPSICUM OLEORESN/BETANAPHTHOL  SL,CAPSICUM OLEORESN/BETANAPHTHOL  SL,Thomas T-X,,LIQUID
289590,FUROSEMIDE 20 MG TA,FUROSEMIDE,Lasix, 20 MG TA,TABLET
290742,GG/PE/SAL-AMIDE/DIPH-PYRA/CAFF  TA,GG/PE/SAL-AMIDE/DIPH-PYRA/CAFF  TA,Suffernot,,TABLET
291021,HALOPROGIN 1 % SA,HALOPROGIN,Halotex Soln, 1 % SA,SOLUTION
291048,HALOPROGIN 1 % KA,HALOPROGIN,Halotex, 1 % KA,CREAM (G)
291137,BUPIVACAINE HCL/PF 7.5 MG/ML HH,BUPIVACAINE HCL/PF,Marcaine, 7.5 MG/ML HH,AMPUL
291315,DEXTROMETHORPHAN HBR 15 MG/5 ML ST,DEXTROMETHORPHAN HBR,Broncho-Grippol-Dm, 15 MG/5 ML ST,SYRUP
291870,CLONIDINE HCL/CHLORTHALIDONE 0.1MG-15MG TA,CLONIDINE HCL/CHLORTHALIDONE,Combipres, 0.1MG-15MG TA,TABLET
291889,CLONIDINE HCL 0.2 MG TA,CLONIDINE HCL,Catapres, 0.2 MG TA,TABLET
292354,DEXTROSE 33.3 % IN WATER 33.3 % HM,DEXTROSE ,Dextrose, 33.3 % IN WATER 33.3 % HM,IV SOLN
292591,ESCUL/AMYLOC HCL/B-CAINE/W-H  OA,ESCUL/AMYLOC HCL/B-CAINE/W-H  OA,Pommade Midy,,OINT. (G)
292990,SIMETHICONE 80 MG TC,SIMETHICONE,Ovol For Gas, 80 MG TC,TAB CHEW
293059,IODIPAMIDE MEGLUMINE 10.3% HB,IODIPAMIDE MEGLUMINE,Cholografin For Infusion, 10.3% HB,INFUS. BTL
293113,PHENYLEPHRINE/DIPHENYLPYRALINE  SL,PHENYLEPHRINE/DIPHENYLPYRALINE  SL,Novahistex,,LIQUID
293350,SULFUR  PA,SULFUR  PA,Soufre,,POWDER
293490,ACETAMINOPHEN/CODEINE/CAFFEINE 325-8-30MG TA,ACETAMINOPHEN/CODEINE/CAFFEINE,Atasol, 325-8-30MG TA,TABLET
293504,ACETAMINOPHEN/CODEINE/CAFFEINE 325-15-30 TA,ACETAMINOPHEN/CODEINE/CAFFEINE,Atasol, 325-15-30 TA,TABLET
293512,ACETAMINOPHEN/CODEINE/CAFFEINE 325-30-30 TA,ACETAMINOPHEN/CODEINE/CAFFEINE,Atasol, 325-30-30 TA,TABLET
293520,ACETAMINOPHEN 80 MG/5 ML ST,ACETAMINOPHEN,Atasol, 80 MG/5 ML ST,SYRUP
294322,ALLOPURINOL 300 MG TA,ALLOPURINOL,Allopurinol, 300 MG TA,TABLET
295450,PHENYLEPH/PPA/ACETAMINOPHN/BPM  SE,PHENYLEPH/PPA/ACETAMINOPHN/BPM  SE,Dimetapp A Pediatric Elixir,,ELIXIR
295469,PHENYLEPH/PPA/ACETAMINOPHN/BPM  TA,PHENYLEPH/PPA/ACETAMINOPHN/BPM  TA,Dimetapp A,,TABLET
295698,OXAZEPAM 15 MG TA,OXAZEPAM,Serax, 15 MG TA,TABLET
295701,OXAZEPAM 10 MG TA,OXAZEPAM,Serax, 10 MG TA,TABLET
296031,PROCAINAMIDE HCL 375 MG CA,PROCAINAMIDE HCL,Pronestyl, 375 MG CA,CAPSULE
296082,"DIATRIZOATE MEGLUMINE, SODIUM 66 %-10 % HV","DIATRIZOATE MEGLUMINE, SODIUM",Renografin, 66 %-10 % HV,VIAL
296163,SUCCINYLCHOLINE CHLORIDE 100 MG/ML HV,SUCCINYLCHOLINE CHLORIDE,Quelicin, 100 MG/ML HV,VIAL
296228,GUAIFENESIN 200 MG/5ML SL,GUAIFENESIN,Corutol Expectorant, 200 MG/5ML SL,LIQUID
296244,ZINC OXIDE 18 % KP,ZINC OXIDE,Pate D Unna, 18 % KP,PASTE (G)
296872,AMINOSALICYLIC ACID 500 MG TE,AMINOSALICYLIC ACID,Nemasol, 500 MG TE,TABLET DR
297143,NORETHINDRONE AC-ETH ESTRADIOL 1.5-0.03MG TA,NORETHINDRONE AC-ETH ESTRADIOL,Loestrin, 1.5-0.03MG TA,TABLET
297151,TRIAMCINOLONE HEXACETONIDE 20 MG/ML HV,TRIAMCINOLONE HEXACETONIDE,Aristospan Sus, 20 MG/ML HV,VIAL
297763,CARMUSTINE 100 MG HS,CARMUSTINE,Bicnu, 100 MG HS,VIAL
297968,"ESTROGEN,ESTER/CHLORDIAZEPOXID 0.2 MG-5MG TA","ESTROGEN,ESTER/CHLORDIAZEPOXID",Menrium, 0.2 MG-5MG TA,TABLET
297976,"ESTROGEN,ESTER/CHLORDIAZEPOXID 0.4 MG-5MG TA","ESTROGEN,ESTER/CHLORDIAZEPOXID",Menrium, 0.4 MG-5MG TA,TABLET
298271,TESTOSTERONE ENAN/ESTRADIOL 180-8 HV,TESTOSTERONE ENAN/ESTRADIOL,Estrand, 180-8 HV,VIAL
298301,HYDROCORTISONE ACETATE 25 MG/ML HV,HYDROCORTISONE ACETATE,Hydrocortisone Acetate, 25 MG/ML HV,VIAL
298409,0.9 % SODIUM CHLORIDE (PHENOL)  HV,0.9 % SODIUM CHLORIDE (PHENOL)  HV,Phenol Saline,,VIAL
298417,GLYCERIN-PHENOL-0.9% SOD.CHLOR 50 %-4 % HV,GLYCERIN-PHENOL-0.9% SOD.CHLOR,Glycerinated Phenol Saline, 50 %-4 % HV,VIAL
298433,DEXBROMPHENIR/PSEUDOEPHED SULF 6 MG-120MG TM,DEXBROMPHENIR/PSEUDOEPHED SULF,Drixoral Cold + Sinus, 6 MG-120MG TM,TAB ER 12H
298506,ASCORBIC ACID/RUTIN 100MG-25MG TA,ASCORBIC ACID/RUTIN,Vitamin C W Rutin, 100MG-25MG TA,TABLET
299324,CALCIUM/BIOFLAV/FOLIC/MV-IRON  TA,CALCIUM/BIOFLAV/FOLIC/MV-IRON  TA,Vasculine,,TABLET
299383,CHOLECALCIFEROL (VITAMIN D3) 1000 UNIT TA,CHOLECALCIFEROL (VITAMIN D3),Vitamin D, 1000 UNIT TA,TABLET
299405,PREDNISOLONE ACETATE 0.12 % SN,PREDNISOLONE ACETATE,Pred Mild, 0.12 % SN,DROPS SUSP
299413,NAPROXEN 125 MG TA,NAPROXEN,Naprosyn, 125 MG TA,TABLET
299561,GUAIACOL/DIPHENYLPYRALINE/CAMP 600-1.5-5 QA,GUAIACOL/DIPHENYLPYRALINE/CAMP,Creo-Rectal Adultes/Adults, 600-1.5-5 QA,SUPP.RECT
299588,GUAIACOL/DIPHENYLPYRALINE/CAMP 100-0.25-1 QA,GUAIACOL/DIPHENYLPYRALINE/CAMP,Creo-Rectal Nourrisson, 100-0.25-1 QA,SUPP.RECT
299596,GUAIACOL/DIPHENYLPYRALINE/CAMP 200-0.5-2 QA,GUAIACOL/DIPHENYLPYRALINE/CAMP,Creo-Rectal Enfants/Children, 200-0.5-2 QA,SUPP.RECT
299715,TRIAMTERENE 50 MG TA,TRIAMTERENE,Dyrenium, 50 MG TA,TABLET
299790,ERYTHRITYL TETRANITRATE 10 MG TA,ERYTHRITYL TETRANITRATE,Cardilate, 10 MG TA,TABLET
299812,VITAMIN A 10000 UNIT TA,VITAMIN A,Aqua A, 10000 UNIT TA,TABLET
299839,ASCORBIC ACID/ASCORBATE SODIUM 300 MG TW,ASCORBIC ACID/ASCORBATE SODIUM,C Rola, 300 MG TW,WAFER
299847,ASCORBIC ACID/ASCORBATE SODIUM 250-250 MG CS,ASCORBIC ACID/ASCORBATE SODIUM,Tri C, 250-250 MG CS,CAPSULE ER
299855,CYANOCOBALAMIN (VITAMIN B-12) 250 MCG TA,CYANOCOBALAMIN (VITAMIN B-12),B12 Plus, 250 MCG TA,TABLET
299979,ALLERGEN EXT-ASPERGILLUS FUMIG 20000/ML HV,ALLERGEN EXT-ASPERGILLUS FUMIG,Allergenic Extract Non Pollens, 20000/ML HV,VIAL
299987,POLLEN EXTRACTS 100000/ML HV,POLLEN EXTRACTS,Allergenic Extract Pollens, 100000/ML HV,VIAL
300160,BIS SUBCAB/MO/KAO/MUCIL/MAG  PA,BIS SUBCAB/MO/KAO/MUCIL/MAG  PA,Biskamoil,,POWDER
300217,ERYTHROSINE SODIUM 15 MG TA,ERYTHROSINE SODIUM,Odonto Plak Disclosing, 15 MG TA,TABLET
300489,CASCARA SAGRADA/SEN/RHUB/LICOR  TA,CASCARA SAGRADA/SEN/RHUB/LICOR  TA,Laxatol Herballets,,TABLET
300640,NORGESTREL-ETHINYL ESTRADIOL 0.3-0.03MG TA,NORGESTREL-ETHINYL ESTRADIOL,Min Ovral, 0.3-0.03MG TA,TABLET
301175,PREDNISOLONE ACETATE 1 % SN,PREDNISOLONE ACETATE,Pred Forte, 1 % SN,DROPS SUSP
301256,CAL HYDOX/GLYCER/CALAMINE/ZINC  SK,CAL HYDOX/GLYCER/CALAMINE/ZINC  SK,Calamine Lot,,LOTION
301396,CASCARA SAGRADA/SENNA  PB,CASCARA SAGRADA/SENNA  PB,Laxatol,,LEAVES
301620,CEPHRADINE 250 MG CA,CEPHRADINE,Velosef, 250 MG CA,CAPSULE
301639,CEPHRADINE 500 MG CA,CEPHRADINE,Velosef, 500 MG CA,CAPSULE
301663,METOLAZONE 2.5 MG TA,METOLAZONE,Zaroxolyn, 2.5 MG TA,TABLET
301671,METOLAZONE 10 MG TA,METOLAZONE,Zaroxolyn, 10 MG TA,TABLET
301698,METOLAZONE 5 MG TA,METOLAZONE,Zaroxolyn, 5 MG TA,TABLET
302341,ACETYLSALICYLIC ACID/PHENOBARB 325-16.2MG CA,ACETYLSALICYLIC ACID/PHENOBARB,Phenaphen, 325-16.2MG CA,CAPSULE
302368,CODEINE/ACETYLSALICY/PHENOBARB 16 MG CA,CODEINE/ACETYLSALICY/PHENOBARB,Phenaphen No2, 16 MG CA,CAPSULE
302376,CODEINE/ACETYLSALICY/PHENOBARB 32 MG CA,CODEINE/ACETYLSALICY/PHENOBARB,Phenaphen No, 32 MG CA,CAPSULE
302384,CODEINE/ACETYLSALICY/PHENOBARB 64 MG CA,CODEINE/ACETYLSALICY/PHENOBARB,Phenaphen No4 W Codeine Phosphate, 64 MG CA,CAPSULE
303496,MAGNESIUM SULFATE/PEPTONE  PG,MAGNESIUM SULFATE/PEPTONE  PG,Agobyl Granule,,GRANULES
303569,SALBUTAMOL SULPHATE 100 MCG AB,SALBUTAMOL SULPHATE,Ventolin Inhaler, 100 MCG AB,AEROSOL
303844,HISTAMINE PHOSPHATE 1 MG/ML HH,HISTAMINE PHOSPHATE,Histamine, 1 MG/ML HH,AMPUL
303852,ETHANOLAMINE OLEATE 5 % HH,ETHANOLAMINE OLEATE,Ethanolamine Oleate, 5 % HH,AMPUL
303879,CODEINE PHOSPHATE 30 MG/ML HV,CODEINE PHOSPHATE,Codeine Phosphate, 30 MG/ML HV,VIAL
303917,ACETYLCYSTEINE 200 MG/ML HV,ACETYLCYSTEINE,Airbron, 200 MG/ML HV,VIAL
303976,SULFOBROMOPHTHALEIN SODIUM 50 MG/ML HH,SULFOBROMOPHTHALEIN SODIUM,Sulfobromophthalein Sodium, 50 MG/ML HH,AMPUL
