FullName,GenericName,Dosage
DEXTROSE  PA,DEXTROSE  PA,
SULFADIAZINE 500 MG TA,SULFADIAZINE, 500 MG TA
FLUORIDE (SODIUM)  SO,FLUORIDE (SODIUM)  SO,
GLUTAMIC ACID 300 MG CA,GLUTAMIC ACID, 300 MG CA
KELP  TA,KELP  TA,
THIAMINE HCL 10 MG TA,THIAMINE HCL, 10 MG TA
THIAMINE HCL 25 MG TA,THIAMINE HCL, 25 MG TA
RIBOFLAVIN (VITAMIN B2) 5 MG TA,RIBOFLAVIN (VITAMIN B2), 5 MG TA
NIACIN 500 MG TA,NIACIN, 500 MG TA
NIACINAMIDE 500 MG TA,NIACINAMIDE, 500 MG TA
CYANOCOBALAMIN (VITAMIN B-12) 10 MCG TA,CYANOCOBALAMIN (VITAMIN B-12), 10 MCG TA
VITAMIN E ACETATE 1000 UNIT CA,VITAMIN E ACETATE, 1000 UNIT CA
CALCIUM LACTATE 325 MG TA,CALCIUM LACTATE, 325 MG TA
"SODIUM PHOSPHATE,DIBASIC 487.5 MG CA","SODIUM PHOSPHATE,DIBASIC", 487.5 MG CA
ALCOHOL  SL,ALCOHOL  SL,
SODIUM CHLORIDE/DEXTROSE  TA,SODIUM CHLORIDE/DEXTROSE  TA,
ASCORBIC ACID/BIOFLAVONOIDS 500-500 MG TA,ASCORBIC ACID/BIOFLAVONOIDS, 500-500 MG TA
"GLYCERIN/ROSE WATER,STRONGER  SL","GLYCERIN/ROSE WATER,STRONGER  SL",
ASCORBIC ACID/ASCORBATE SODIUM 100 MG TC,ASCORBIC ACID/ASCORBATE SODIUM, 100 MG TC
ASCORBIC ACID/ASCORBATE SODIUM 250 MG TC,ASCORBIC ACID/ASCORBATE SODIUM, 250 MG TC
ASCORBIC ACID/ASCORBATE SODIUM 500 MG TC,ASCORBIC ACID/ASCORBATE SODIUM, 500 MG TC
SAL ACID/BIS SUBCARB/ZINC OX  OA,SAL ACID/BIS SUBCARB/ZINC OX  OA,
AMMON/AMMONIA/CAMPHOR/TURP OIL  OA,AMMON/AMMONIA/CAMPHOR/TURP OIL  OA,
EUCALYPT/ME-SAL/MENTH/GUAIA  OA,EUCALYPT/ME-SAL/MENTH/GUAIA  OA,
IODOQUINOL 650 MG TA,IODOQUINOL, 650 MG TA
SPIRONOLACT/HYDROCHLOROTHIAZID 25 MG-25MG TA,SPIRONOLACT/HYDROCHLOROTHIAZID, 25 MG-25MG TA
BENZOIN 40 % AS,BENZOIN, 40 % AS
DIPHENIDOL HCL 25 MG TA,DIPHENIDOL HCL, 25 MG TA
PROPYLHEXEDRINE  GI,PROPYLHEXEDRINE  GI,
DEXTROAMPHETAMINE SULFATE 10 MG CS,DEXTROAMPHETAMINE SULFATE, 10 MG CS
DEXTROAMPHETAMINE SULFATE 15 MG CS,DEXTROAMPHETAMINE SULFATE, 15 MG CS
TRIAMTERENE/HYDROCHLOROTHIAZID 50 MG-25MG TA,TRIAMTERENE/HYDROCHLOROTHIAZID, 50 MG-25MG TA
ISOPROPAMIDE/TRIFLUOP HCL  SE,ISOPROPAMIDE/TRIFLUOP HCL  SE,
ISOPROPAMIDE/TRIFLUOP HCL 5 MG-1 MG TA,ISOPROPAMIDE/TRIFLUOP HCL, 5 MG-1 MG TA
ISOPROPAMIDE/TRIFLUOP HCL 7.5-2MG TA,ISOPROPAMIDE/TRIFLUOP HCL, 7.5-2MG TA
ISOPROPAMIDE/TRIFLUOP HCL 5 MG-2 MG TA,ISOPROPAMIDE/TRIFLUOP HCL, 5 MG-2 MG TA
ISOPROPAMIDE/PROCHLORPERAZINE  CS,ISOPROPAMIDE/PROCHLORPERAZINE  CS,
SALICYLIC ACID/COAL TAR/SULFUR  OA,SALICYLIC ACID/COAL TAR/SULFUR  OA,
RESORCINOL/SULFUR 0.625-7.5% OA,RESORCINOL/SULFUR, 0.625-7.5% OA
BENZOCAINE/METHYLCELLULOSE  TG,BENZOCAINE/METHYLCELLULOSE  TG,
CASCARA/PPL/BILE SALT/PAP/CAP  TA,CASCARA/PPL/BILE SALT/PAP/CAP  TA,
CAS/PANCRE/METH/CH/BOL/ARTICHK  TA,CAS/PANCRE/METH/CH/BOL/ARTICHK  TA,
IPODATE CALCIUM 3 G PP,IPODATE CALCIUM, 3 G PP
IODIPAMIDE MEGLUMINE 52 % HV,IODIPAMIDE MEGLUMINE, 52 % HV
IPODATE SODIUM 500 MG CA,IPODATE SODIUM, 500 MG CA
BENDROFLUMETHIAZIDE/POT CHLOR 5 MG TA,BENDROFLUMETHIAZIDE/POT CHLOR, 5 MG TA
DEXTROMETHORPHAN/BENZOCAINE 10 MG-10MG TL,DEXTROMETHORPHAN/BENZOCAINE, 10 MG-10MG TL
"DIATRIZOATE MEGLUMINE, SODIUM 26.1%-3.8% HV","DIATRIZOATE MEGLUMINE, SODIUM", 26.1%-3.8% HV
"DIATRIZOATE MEGLUMINE, SODIUM 52 %-8 % HV","DIATRIZOATE MEGLUMINE, SODIUM", 52 %-8 % HV
"DIATRIZOATE MEGLUMINE, SODIUM 66 %-10 % SJ","DIATRIZOATE MEGLUMINE, SODIUM", 66 %-10 % SJ
"DIATRIZOATE MEGLUMINE, SODIUM 28.5-29.1% HV","DIATRIZOATE MEGLUMINE, SODIUM", 28.5-29.1% HV
"IODIPAMIDE,DIATRIZOAT MEGLUMIN 26.8-52.7% HV","IODIPAMIDE,DIATRIZOAT MEGLUMIN", 26.8-52.7% HV
SODIUM BORATE/SODIUM PERBORATE  PA,SODIUM BORATE/SODIUM PERBORATE  PA,
BENZOCAINE/CETYLPYRIDINIUM CHL 10-2.5 TL,BENZOCAINE/CETYLPYRIDINIUM CHL, 10-2.5 TL
RAUWOLFIA/BFMTHIAZIDE/POTASS 2 MG TA,RAUWOLFIA/BFMTHIAZIDE/POTASS, 2 MG TA
RAUWOLFIA/BFMTHIAZIDE/POTASS 4 MG TA,RAUWOLFIA/BFMTHIAZIDE/POTASS, 4 MG TA
PHENYLEPHRINE HCL/PPA/B-CAINE  TL,PHENYLEPHRINE HCL/PPA/B-CAINE  TL,
NEO/DIATR MEG/DIATRIZOIC ACID  HV,NEO/DIATR MEG/DIATRIZOIC ACID  HV,
TETRACYCLINE/AMPHOTER B/VIT C  CA,TETRACYCLINE/AMPHOTER B/VIT C  CA,
NEO/GRAMICID D/NYSTAT/TRIAMCIN 2.5-0.25/G KA,NEO/GRAMICID D/NYSTAT/TRIAMCIN, 2.5-0.25/G KA
NEO/GRAMICID D/NYSTAT/TRIAMCIN 2.5-0.25/G OA,NEO/GRAMICID D/NYSTAT/TRIAMCIN, 2.5-0.25/G OA
NIACIN/RIBOFLAVIN 6-0.5MG TA,NIACIN/RIBOFLAVIN, 6-0.5MG TA
SULFUR 10 % EC,SULFUR, 10 % EC
SALICYLIC ACID 3.5 % EC,SALICYLIC ACID, 3.5 % EC
BENZOYL PEROXIDE 20 % SK,BENZOYL PEROXIDE, 20 % SK
PEANUT OIL  EE,PEANUT OIL  EE,
SOAP  EB,SOAP  EB,
BENZOYL PEROXIDE/SULFUR 5 %-2 % SK,BENZOYL PEROXIDE/SULFUR, 5 %-2 % SK
CALCIUM PANTOTHENATE 100 MG TA,CALCIUM PANTOTHENATE, 100 MG TA
VITAMIN E 100 UNIT CA,VITAMIN E, 100 UNIT CA
VITAMIN E 200 UNIT CA,VITAMIN E, 200 UNIT CA
POTASSIUM CHLORIDE/IODINE 75-0.15MG TA,POTASSIUM CHLORIDE/IODINE, 75-0.15MG TA
ASCORBIC ACID/RUTIN/BIOFLAV  TA,ASCORBIC ACID/RUTIN/BIOFLAV  TA,
CALCIUM LACTATE/MAG SULF 260MG-65MG TA,CALCIUM LACTATE/MAG SULF, 260MG-65MG TA
OXYMETHOLONE 50 MG TA,OXYMETHOLONE, 50 MG TA
NEOMYCIN/POLYMYXIN B/FLUOCINOL 3.5-10K/ML SO,NEOMYCIN/POLYMYXIN B/FLUOCINOL, 3.5-10K/ML SO
ZINC OXIDE/CHICKWEED 10 %-10 % OA,ZINC OXIDE/CHICKWEED, 10 %-10 % OA
THYMOL/EPHEDRINE/SALICYLATE  JG,THYMOL/EPHEDRINE/SALICYLATE  JG,
"IRON/LIVER EXTRACT/VIT BCOMP,C  CA","IRON/LIVER EXTRACT/VIT BCOMP,C  CA",
RIBONUCLEIC ACID (RNA) 200 MG TA,RIBONUCLEIC ACID (RNA), 200 MG TA
POTASSIUM BICARBONATE 100 % PA,POTASSIUM BICARBONATE, 100 % PA
UREA 330 MG TA,UREA, 330 MG TA
UREA  PA,UREA  PA,
IODINE 3 MG TA,IODINE, 3 MG TA
OVARIAN EXTRACT 3 G TA,OVARIAN EXTRACT, 3 G TA
VITAMIN A 1500 UNIT TA,VITAMIN A, 1500 UNIT TA
CYANOCOBALAMIN (VITAMIN B-12) 3MCG TA,CYANOCOBALAMIN (VITAMIN B-12), 3MCG TA
CYANOCOBALAMIN (VITAMIN B-12) 5 MCG TA,CYANOCOBALAMIN (VITAMIN B-12), 5 MCG TA
LIVER EXTRACT  TA,LIVER EXTRACT  TA,
INOSITOL 400 MG TA,INOSITOL, 400 MG TA
CHOLINE BITARTRATE 400 MG TA,CHOLINE BITARTRATE, 400 MG TA
ASCORBIC ACID 5 MG TA,ASCORBIC ACID, 5 MG TA
"SODIUM PHOSPHATE,DIBASIC 300 MG TA","SODIUM PHOSPHATE,DIBASIC", 300 MG TA
"SODIUM PHOSPHATE,DIBASIC  PA","SODIUM PHOSPHATE,DIBASIC  PA",
CHOLINE BITARTRATE/RNA 42-30MG CA,CHOLINE BITARTRATE/RNA, 42-30MG CA
BONE MEAL/MANGANESE 195-7.5MG TA,BONE MEAL/MANGANESE, 195-7.5MG TA
"PEPSIN/SOD PHOS,DI-BA  PA","PEPSIN/SOD PHOS,DI-BA  PA",
CALCIUM LACTATE/KELP 325-325MG TA,CALCIUM LACTATE/KELP, 325-325MG TA
VITAMIN A/ASCORBIC ACID  TA,VITAMIN A/ASCORBIC ACID  TA,
NIACINAMIDE/VIT B6 50-10MG CA,NIACINAMIDE/VIT B6, 50-10MG CA
PEPSIN/MANGANESE/HERBAL DRUGS  CA,PEPSIN/MANGANESE/HERBAL DRUGS  CA,
CALCIUM/MAGNESIUM/VIT B12  TA,CALCIUM/MAGNESIUM/VIT B12  TA,
RACEMETHIONINE/POTASS/THIAMINE  TA,RACEMETHIONINE/POTASS/THIAMINE  TA,
NIACINAMIDE/VIT B6/H-DASE  CA,NIACINAMIDE/VIT B6/H-DASE  CA,
CAL LACTOPH/MAG/VIT C/RNA  CA,CAL LACTOPH/MAG/VIT C/RNA  CA,
NIAC/VIT B6/PHOSPH AC/RNA  CA,NIAC/VIT B6/PHOSPH AC/RNA  CA,
PEPSIN/PANCREATIN/AMMON/BETAIN  TA,PEPSIN/PANCREATIN/AMMON/BETAIN  TA,
INOSITOL/POTASSIUM/CAL/BETAINE  CA,INOSITOL/POTASSIUM/CAL/BETAINE  CA,
CHOLINE BIT/POTASS/CAL/BETAINE  CA,CHOLINE BIT/POTASS/CAL/BETAINE  CA,
INOSI/POTASS/E/RNA/CHLOROPHYL  TA,INOSI/POTASS/E/RNA/CHLOROPHYL  TA,
MINERALS  TA,MINERALS  TA,
MINERALS/BETAINE HCL  CA,MINERALS/BETAINE HCL  CA,
CHOLINE BIT/POT/NIAC/B2/ALLANT  TA,CHOLINE BIT/POT/NIAC/B2/ALLANT  TA,
CYANOCOBALAMIN/MINERALS/RNA  CA,CYANOCOBALAMIN/MINERALS/RNA  CA,
BARIUM SULFATE 95 % SG,BARIUM SULFATE, 95 % SG
ELECTROLYTE-56 SOLUTION/D5W 5 % HM,ELECTROLYTE-56 SOLUTION/D5W, 5 % HM
ELECTROLYTE-148 SOLUTION  HM,ELECTROLYTE-148 SOLUTION  HM,
ELECTROLYTE-148 IN 5% DEXTROSE 5 % HM,ELECTROLYTE-148 IN , 5% DEXTROSE 5 % HM
PAPAIN/UREA/CHLOROBUTANOL  SO,PAPAIN/UREA/CHLOROBUTANOL  SO,
HYDROCORTISONE 0.5 % SK,HYDROCORTISONE, 0.5 % SK
HYDROCORTISONE/EMOLLIENT BASE 1 % KA,HYDROCORTISONE/EMOLLIENT BASE, 1 % KA
HYDROCORTISONE/EMOLLIENT BASE 1 % SK,HYDROCORTISONE/EMOLLIENT BASE, 1 % SK
TRIAMCINOLONE ACETONIDE/C-T  KA,TRIAMCINOLONE ACETONIDE/C-T  KA,
PYRITHIONE ZINC 0.5 % KA,PYRITHIONE ZINC, 0.5 % KA
BETAHISTINE HCL 4 MG TA,BETAHISTINE HCL, 4 MG TA
VITAMIN E ACETATE 25 UNIT CA,VITAMIN E ACETATE, 25 UNIT CA
SODIUM SULFATE/MAG/SODIUM PHOS  TF,SODIUM SULFATE/MAG/SODIUM PHOS  TF,
ASCORBIC ACID 500 MG/5ML HV,ASCORBIC ACID, 500 MG/5ML HV
CYTARABINE 500 MG HS,CYTARABINE, 500 MG HS
ACETYLSALICYLIC AC/ME-PREDNIS 300-1.5MG TA,ACETYLSALICYLIC AC/ME-PREDNIS, 300-1.5MG TA
NEOMYCIN/METHYLPREDNISOLONE 0.5%-0.25% KA,NEOMYCIN/METHYLPREDNISOLONE, 0.5%-0.25% KA
NEOMYCIN SULF/ME-PREDNIS NA PH 0.1 % SO,NEOMYCIN SULF/ME-PREDNIS NA PH, 0.1 % SO
NEOMYCIN SULF/HYDROCORTISONE 0.5 % OA,NEOMYCIN SULF/HYDROCORTISONE, 0.5 % OA
NEOMYCIN SULF/HYDROCORTISONE 0.5 %-0.5% OA,NEOMYCIN SULF/HYDROCORTISONE, 0.5 %-0.5% OA
NEOMYCIN SULF/HYDROCORTISONE 0.5 %-1 % OA,NEOMYCIN SULF/HYDROCORTISONE, 0.5 %-1 % OA
NEOMYCIN SULF/HYDROCORTISONE 1.5 % OW,NEOMYCIN SULF/HYDROCORTISONE, 1.5 % OW
NEOMYCIN SULF/HYDROCORTISONE 0.5 %-1.5% SO,NEOMYCIN SULF/HYDROCORTISONE, 0.5 %-1.5% SO
NEOMYCIN SULFATE/KAOLIN/PECTIN  SC,NEOMYCIN SULFATE/KAOLIN/PECTIN  SC,
NEOMYCIN/M-PREDNISOL/ALUM/SULF 2.5-100/ML SK,NEOMYCIN/M-PREDNISOL/ALUM/SULF, 2.5-100/ML SK
FLUORIDE/PNV/IRON/FOLIC ACID 30-0.4MG TA,FLUORIDE/PNV/IRON/FOLIC ACID, 30-0.4MG TA
ASCORBIC ACID/BIOFLAVONOIDS  SL,ASCORBIC ACID/BIOFLAVONOIDS  SL,
INOSITOL/VIT C/VIT E/VIT B6  TA,INOSITOL/VIT C/VIT E/VIT B6  TA,
VITAMIN B COMPLEX/IODINE  TA,VITAMIN B COMPLEX/IODINE  TA,
PANCREAT/PROTEIN SUPP/B COMP  TA,PANCREAT/PROTEIN SUPP/B COMP  TA,
"FERROUS FUMARATE/VIT BCOMP,C  TC","FERROUS FUMARATE/VIT BCOMP,C  TC",
VITAMIN E/DIETARY SUPPLEMENT  TA,VITAMIN E/DIETARY SUPPLEMENT  TA,
DIETARY SUPPLEMENT  PA,DIETARY SUPPLEMENT  PA,
"IRON SULF/BIOFLAV/VIT BCOMP,C  TA","IRON SULF/BIOFLAV/VIT BCOMP,C  TA",
PYRIDOXINE HCL (VITAMIN B6) 50 MG TA,PYRIDOXINE HCL (VITAMIN B6), 50 MG TA
FERROUS SULFATE/YEAST 65MG-325MG TA,FERROUS SULFATE/YEAST, 65MG-325MG TA
CALCIUM/VITAMINS A AND D/PHOSP  TA,CALCIUM/VITAMINS A AND D/PHOSP  TA,
CA/BONE MEAL/D2/BONE MARROW/P  TA,CA/BONE MEAL/D2/BONE MARROW/P  TA,
YEAST/THIAMINE/GLUT ACID/VAL  TA,YEAST/THIAMINE/GLUT ACID/VAL  TA,
IRON/VIT B COMP/LIVER EXTRACT  CA,IRON/VIT B COMP/LIVER EXTRACT  CA,
SODIUM HYPOCHLORITE 1 % SA,SODIUM HYPOCHLORITE, 1 % SA
MINERAL OIL/MAG HYDROX 25 %-6 % SU,MINERAL OIL/MAG HYDROX, 25 %-6 % SU
ACETAMINOPHEN 325 MG TA,ACETAMINOPHEN, 325 MG TA
VITAMIN E  AS,VITAMIN E  AS,
VITAMIN E  OA,VITAMIN E  OA,
VITAMIN E ACETATE 200/ML SL,VITAMIN E ACETATE, 200/ML SL
VITAMIN E ACETATE 800 UNIT CA,VITAMIN E ACETATE, 800 UNIT CA
VITAMIN E 400 UNIT CA,VITAMIN E, 400 UNIT CA
TYROPANOATE SODIUM 750 MG CA,TYROPANOATE SODIUM, 750 MG CA
DIATRIZOATE SODIUM 41.66% SL,DIATRIZOATE SODIUM, 41.66% SL
DIATRIZOATE SODIUM 50 % HV,DIATRIZOATE SODIUM, 50 % HV
DIATRIZOATE SODIUM 59.87% PA,DIATRIZOATE SODIUM, 59.87% PA
DIATRIZOATE MEGLUMINE 30 % HV,DIATRIZOATE MEGLUMINE, 30 % HV
DIATRIZOATE MEGLUMINE 60 % HV,DIATRIZOATE MEGLUMINE, 60 % HV
DEXTROSE 10 % IN WATER 10 % HV,DEXTROSE , 10 % IN WATER 10 % HV
HEXACHLOROPHENE 3 % SL,HEXACHLOROPHENE, 3 % SL
TYLOXAPOL 0.125 % SL,TYLOXAPOL, 0.125 % SL
INOSITOL NIACINATE 500 MG TA,INOSITOL NIACINATE, 500 MG TA
TETRACAINE HCL 1 % KA,TETRACAINE HCL, 1 % KA
IOPANOIC ACID 500 MG TA,IOPANOIC ACID, 500 MG TA
TETRACAINE HCL 0.5 % OA,TETRACAINE HCL, 0.5 % OA
PHENYTOIN/MEPHOBARBITAL 60 MG-90MG TA,PHENYTOIN/MEPHOBARBITAL, 60 MG-90MG TA
"DIATRIZOATE MEGLUMINE, SODIUM 50-25% HV","DIATRIZOATE MEGLUMINE, SODIUM", 50-25% HV
CHLOROQUINE PHOS/PRIMAQUIN PH 500MG-79MG TA,CHLOROQUINE PHOS/PRIMAQUIN PH, 500MG-79MG TA
SULFAGUANIDINE/OPIUM/KAO/PECT  SC,SULFAGUANIDINE/OPIUM/KAO/PECT  SC,
ZINC PSN/PAP/SOD BORATE/BOR AC  SA,ZINC PSN/PAP/SOD BORATE/BOR AC  SA,
THEOPHYLL/ISOPROT/EPD/POT IOD  SE,THEOPHYLL/ISOPROT/EPD/POT IOD  SE,
COLCHICINE 1 MG TA,COLCHICINE, 1 MG TA
YOHIMBINE HCL 2 MG TA,YOHIMBINE HCL, 2 MG TA
COLCHICINE/PODOPHYLLUM RESIN  OA,COLCHICINE/PODOPHYLLUM RESIN  OA,
DOMIPHEN BROMIDE  YE,DOMIPHEN BROMIDE  YE,
CCL3F/DICHLORODIFLUOROMETHANE 85 %-15 % AS,CCL3F/DICHLORODIFLUOROMETHANE, 85 %-15 % AS
LOBELINE 0.5 MG TG,LOBELINE, 0.5 MG TG
LOBELINE 0.5 MG TL,LOBELINE, 0.5 MG TL
COAL TAR/LANOLIN  SL,COAL TAR/LANOLIN  SL,
LANOLIN/MINERAL OIL  SL,LANOLIN/MINERAL OIL  SL,
POTASSIUM CHLORIDE 20MEQ/15ML SL,POTASSIUM CHLORIDE, 20MEQ/15ML SL
POTASSIUM CHLORIDE 40MEQ/15ML SL,POTASSIUM CHLORIDE, 40MEQ/15ML SL
TROLAMINE SALICYLATE 10 % KA,TROLAMINE SALICYLATE, 10 % KA
POTASSIUM GLUCONATE 20MEQ/15ML SE,POTASSIUM GLUCONATE, 20MEQ/15ML SE
ALUMINUM HYDROXIDE 600 MG TA,ALUMINUM HYDROXIDE, 600 MG TA
ISOSORBIDE DINITRATE 10 MG TA,ISOSORBIDE DINITRATE, 10 MG TA
"ANTIVENIN,CROTALIDAE (EQUINE)  ZD","ANTIVENIN,CROTALIDAE (EQUINE)  ZD",
CYCLANDELATE 200 MG TA,CYCLANDELATE, 200 MG TA
ETHOHEPTAZINE/ASA/MEPROBAMATE  TA,ETHOHEPTAZINE/ASA/MEPROBAMATE  TA,
MAG HYDROX/ALUMINUM HYD/SIMETH 300-300/5 SC,MAG HYDROX/ALUMINUM HYD/SIMETH, 300-300/5 SC
MAG HYDROX/ALUMINUM/OXETACAINE 100-300-10 SC,MAG HYDROX/ALUMINUM/OXETACAINE, 100-300-10 SC
PENICILLIN G/PEN G POT ADULT HS,PENICILLIN G/PEN G POT ADULT HS,
MAG HYDROX/ALUMINUM HYD/SIMETH 300-300-25 TC,MAG HYDROX/ALUMINUM HYD/SIMETH, 300-300-25 TC
BISACODYL 5 MG TE,BISACODYL, 5 MG TE
SPECTINOMYCIN HCL 2 G HS,SPECTINOMYCIN HCL, 2 G HS
RIFAMPIN 300 MG CA,RIFAMPIN, 300 MG CA
RIFAMPIN 150 MG CA,RIFAMPIN, 150 MG CA
ERYTHROMYCIN ESTOLATE 250 MG/5ML SC,ERYTHROMYCIN ESTOLATE, 250 MG/5ML SC
"MINERAL OIL/PETROLATUM,WHITE 42.5-57.3% OA","MINERAL OIL/PETROLATUM,WHITE", 42.5-57.3% OA
LEVOTHYROXINE SODIUM 150 MCG TA,LEVOTHYROXINE SODIUM, 150 MCG TA
BETAMETHASONE SODIUM PHOSPHATE 0.1 MG TP,BETAMETHASONE SODIUM PHOSPHATE, 0.1 MG TP
DACTINOMYCIN 0.5 MG HS,DACTINOMYCIN, 0.5 MG HS
SULFADIAZINE/UNDECYL/IODOQUIN  QC,SULFADIAZINE/UNDECYL/IODOQUIN  QC,
POT GUAIACO/HCOD/DIPH-PYRA/SOD  SL,POT GUAIACO/HCOD/DIPH-PYRA/SOD  SL,
POT GUAIACO/HCOD/SOD CIT/MENTH  SL,POT GUAIACO/HCOD/SOD CIT/MENTH  SL,
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML HV,DEXAMETHASONE SODIUM PHOSPHATE, 4 MG/ML HV
PROMETHAZINE HCL 25 MG TA,PROMETHAZINE HCL, 25 MG TA
DEXTRAN 40 IN 0.9 % NACL 10 % HM,DEXTRAN 40 IN , 40 IN 0.9 % NACL 10 % HM
PHENYLEPHRINE/PPA/DIPH-PYRA  TA,PHENYLEPHRINE/PPA/DIPH-PYRA  TA,
NONOXYNOL 9 5 % JW,NONOXYNOL , 9 5 % JW
CASCARA/SENNA/ALOE/BELLAD ALK  TA,CASCARA/SENNA/ALOE/BELLAD ALK  TA,
POTASSIUM GLUCONATE 1000 MG TA,POTASSIUM GLUCONATE, 1000 MG TA
CHLOROQUINE PHOSPHATE 500 MG TA,CHLOROQUINE PHOSPHATE, 500 MG TA
BENZOCAINE/OXYQUINOLINE/CLOVE  OA,BENZOCAINE/OXYQUINOLINE/CLOVE  OA,
VITAMIN A/VITAMIN D2 5000-400 CA,VITAMIN A/VITAMIN D2, 5000-400 CA
ALUMINUM ACETATE  KA,ALUMINUM ACETATE  KA,
RESORCINOL/PHENOL LIQ/ACET/ALC  SA,RESORCINOL/PHENOL LIQ/ACET/ALC  SA,
FUROSEMIDE 10 MG/ML HV,FUROSEMIDE, 10 MG/ML HV
CME-CELL NA/CA/M-VITS-FE/BENZ  CA,CME-CELL NA/CA/M-VITS-FE/BENZ  CA,
ESTRADIOL VALERATE 20 MG/ML HV,ESTRADIOL VALERATE, 20 MG/ML HV
VITAMIN B COMP AND C/MINERALS  TS,VITAMIN B COMP AND C/MINERALS  TS,
"MUMPS VACCINE,LIVE  HS","MUMPS VACCINE,LIVE  HS",
ASCORBIC ACID 200 MG TA,ASCORBIC ACID, 200 MG TA
DICYCLOMINE HCL 30 MG TS,DICYCLOMINE HCL, 30 MG TS
OMEGA-3/NIA/VIT B6/VIT B2/IOD  CA,OMEGA-3/NIA/VIT B6/VIT B2/IOD  CA,
CODEINE/ACETYLSALICYLIC/CAFF 30-375-30 TA,CODEINE/ACETYLSALICYLIC/CAFF, 30-375-30 TA
BENZOCAINE 10 % SL,BENZOCAINE, 10 % SL
UREA/CALCIUM GLYCEROPHOSPHATE  TA,UREA/CALCIUM GLYCEROPHOSPHATE  TA,
INOSITOL 90 MG TA,INOSITOL, 90 MG TA
NONOXYNOL 9 12.5 % AW,NONOXYNOL , 9 12.5 % AW
RESERPINE/PROTOVERATRINE/HFMTZ  TA,RESERPINE/PROTOVERATRINE/HFMTZ  TA,
MECLIZINE HCL 25 MG TC,MECLIZINE HCL, 25 MG TC
CODEINE/ACETYLSALICYLIC/CAFF 60-375-30 TS,CODEINE/ACETYLSALICYLIC/CAFF, 60-375-30 TS
TYROTHRIC/GRAMICID D/LIDOCAINE  OA,TYROTHRIC/GRAMICID D/LIDOCAINE  OA,
BACITRACIN/POLYMYXIN B SULFATE  OA,BACITRACIN/POLYMYXIN B SULFATE  OA,
CHLOROBUTAN/PARA/TURPEN/PEANUT 5-2-10-57% SO,CHLOROBUTAN/PARA/TURPEN/PEANUT, 5-2-10-57% SO
SODIUM BICARBONATE 600 MG TA,SODIUM BICARBONATE, 600 MG TA
"CALCIUM PHOSPHATE/VIT A,D  CA","CALCIUM PHOSPHATE/VIT A,D  CA",
"FERROUS SULFATE, DRIED 160(50) MG TS","FERROUS SULFATE, DRIED", 160(50) MG TS
MILK BASED FORMULA  PA,MILK BASED FORMULA  PA,
INOSITOL/ASCORBIC ACID/HERBS  TA,INOSITOL/ASCORBIC ACID/HERBS  TA,
BENZOCAINE/CETYLPYRIDINIUM CHL 5-5 TL,BENZOCAINE/CETYLPYRIDINIUM CHL, 5-5 TL
VASOPRESSIN 20 UNIT/ML HV,VASOPRESSIN, 20 UNIT/ML HV
IOTHALAMATE MEGLUMINE 30 % HV,IOTHALAMATE MEGLUMINE, 30 % HV
GENTAMICIN SULFATE 40 MG/ML HV,GENTAMICIN SULFATE, 40 MG/ML HV
GENTAMICIN SULFATE 20 MG/2 ML HV,GENTAMICIN SULFATE, 20 MG/2 ML HV
LANOLIN/MINERAL OIL  SK,LANOLIN/MINERAL OIL  SK,
ASCORBIC ACID/BIOFLAVONOIDS 100MG-5MG TA,ASCORBIC ACID/BIOFLAVONOIDS, 100MG-5MG TA
PSYLLIUM SEED (WITH DEXTROSE)  PA,PSYLLIUM SEED (WITH DEXTROSE)  PA,
ASCORBIC ACID 500 MG TC,ASCORBIC ACID, 500 MG TC
KETAMINE HCL 10 MG/ML HV,KETAMINE HCL, 10 MG/ML HV
KETAMINE HCL 50 MG/ML HV,KETAMINE HCL, 50 MG/ML HV
CRES AC/PRED/CAM/P-CHLOROPHENO  SL,CRES AC/PRED/CAM/P-CHLOROPHENO  SL,
LACTOSE-REDUCED FOOD  PA,LACTOSE-REDUCED FOOD  PA,
MULTIVITAMIN WITH IRON  CA,MULTIVITAMIN WITH IRON  CA,
DEXCHLORPHENIRAMINE MALEATE 2 MG/5 ML ST,DEXCHLORPHENIRAMINE MALEATE, 2 MG/5 ML ST
BENZETHONIUM CHLORIDE  AA,BENZETHONIUM CHLORIDE  AA,
"SOD PHOS, MB/POT + SOD BICARB 500 MG TF","SOD PHOS, MB/POT + SOD BICARB", 500 MG TF
BENZOCAINE/METHYLCELLULOSE  TL,BENZOCAINE/METHYLCELLULOSE  TL,
CHLORPHENIRAMINE/PSEUDOEPHED 4 MG-60 MG TA,CHLORPHENIRAMINE/PSEUDOEPHED, 4 MG-60 MG TA
CLINDAMYCIN PALMITATE HCL 75 MG/5 ML PI,CLINDAMYCIN PALMITATE HCL, 75 MG/5 ML PI
HOMEOPATHIC DRUGS  SL,HOMEOPATHIC DRUGS  SL,
BUTALB/ACETYLSALICYLIC AC/CAFF 50-330-40 CA,BUTALB/ACETYLSALICYLIC AC/CAFF, 50-330-40 CA
B-COMPLEX WITH VITAMIN C  TF,B-COMPLEX WITH VITAMIN C  TF,
PHENTERMINE RESIN 30 MG CS,PHENTERMINE RESIN, 30 MG CS
