,FullDosage,MedName,Dosage/Concentration,Quantity
15603,DEXTROMETHORPHAN/BENZOCAINE 10 MG-10MG TL,DEXTROMETHORPHAN/BENZOCAINE,10 MG-10MG TL,0
15604,"DIATRIZOATE MEGLUMINE, SODIUM 26.1%-3.8% HV",DIATRIZOATE,"MEGLUMINE, SODIUM 26.1%-3.8% HV",0
15605,"DIATRIZOATE MEGLUMINE, SODIUM 52 %-8 % HV",DIATRIZOATE,"MEGLUMINE, SODIUM 52 %-8 % HV",0
15606,"DIATRIZOATE MEGLUMINE, SODIUM 66 %-10 % SJ",DIATRIZOATE,"MEGLUMINE, SODIUM 66 %-10 % SJ",0
15607,"DIATRIZOATE MEGLUMINE, SODIUM 28.5-29.1% HV",DIATRIZOATE,"MEGLUMINE, SODIUM 28.5-29.1% HV",0
15608,"IODIPAMIDE,DIATRIZOAT MEGLUMIN 26.8-52.7% HV","IODIPAMIDE,DIATRIZOAT",MEGLUMIN 26.8-52.7% HV,0
15609,SODIUM BORATE/SODIUM PERBORATE  PA,SODIUM,BORATE/SODIUM PERBORATE  PA,0
15610,BENZOCAINE/CETYLPYRIDINIUM CHL 10-2.5 TL,BENZOCAINE/CETYLPYRIDINIUM,CHL 10-2.5 TL,0
15613,RAUWOLFIA/BFMTHIAZIDE/POTASS 2 MG TA,RAUWOLFIA/BFMTHIAZIDE/POTASS,2 MG TA,0
15614,RAUWOLFIA/BFMTHIAZIDE/POTASS 4 MG TA,RAUWOLFIA/BFMTHIAZIDE/POTASS,4 MG TA,0
15615,PHENYLEPHRINE HCL/PPA/B-CAINE  TL,PHENYLEPHRINE,HCL/PPA/B-CAINE  TL,0
15616,NEO/DIATR MEG/DIATRIZOIC ACID  HV,NEO/DIATR,MEG/DIATRIZOIC ACID  HV,0
15617,TETRACYCLINE/AMPHOTER B/VIT C  CA,TETRACYCLINE/AMPHOTER,B/VIT C  CA,0
15618,NEO/GRAMICID D/NYSTAT/TRIAMCIN 2.5-0.25/G KA,NEO/GRAMICID,D/NYSTAT/TRIAMCIN 2.5-0.25/G KA,0
15619,NEO/GRAMICID D/NYSTAT/TRIAMCIN 2.5-0.25/G OA,NEO/GRAMICID,D/NYSTAT/TRIAMCIN 2.5-0.25/G OA,0
15621,NIACIN/RIBOFLAVIN 6-0.5MG TA,NIACIN/RIBOFLAVIN,6-0.5MG TA,0
15622,SULFUR 10 % EC,SULFUR,10 % EC,0
15623,SALICYLIC ACID 3.5 % EC,SALICYLIC,ACID 3.5 % EC,0
15624,BENZOYL PEROXIDE 20 % SK,BENZOYL,PEROXIDE 20 % SK,0
15625,PEANUT OIL  EE,PEANUT,OIL  EE,0
15626,SOAP  EB,SOAP, EB,0
15627,BENZOYL PEROXIDE/SULFUR 5 %-2 % SK,BENZOYL,PEROXIDE/SULFUR 5 %-2 % SK,0
15666,CALCIUM PANTOTHENATE 100 MG TA,CALCIUM,PANTOTHENATE 100 MG TA,0
15672,VITAMIN E 100 UNIT CA,VITAMIN,E 100 UNIT CA,0
15673,VITAMIN E 200 UNIT CA,VITAMIN,E 200 UNIT CA,0
15674,POTASSIUM CHLORIDE/IODINE 75-0.15MG TA,POTASSIUM,CHLORIDE/IODINE 75-0.15MG TA,0
15675,ASCORBIC ACID/RUTIN/BIOFLAV  TA,ASCORBIC,ACID/RUTIN/BIOFLAV  TA,0
15676,CALCIUM LACTATE/MAG SULF 260MG-65MG TA,CALCIUM,LACTATE/MAG SULF 260MG-65MG TA,0
15679,OXYMETHOLONE 50 MG TA,OXYMETHOLONE,50 MG TA,0
15709,NEOMYCIN/POLYMYXIN B/FLUOCINOL 3.5-10K/ML SO,NEOMYCIN/POLYMYXIN,B/FLUOCINOL 3.5-10K/ML SO,0
15725,ZINC OXIDE/CHICKWEED 10 %-10 % OA,ZINC,OXIDE/CHICKWEED 10 %-10 % OA,0
15726,THYMOL/EPHEDRINE/SALICYLATE  JG,THYMOL/EPHEDRINE/SALICYLATE, JG,0
15730,"IRON/LIVER EXTRACT/VIT BCOMP,C  CA",IRON/LIVER,"EXTRACT/VIT BCOMP,C  CA",0
15732,RIBONUCLEIC ACID (RNA) 200 MG TA,RIBONUCLEIC,ACID (RNA) 200 MG TA,0
15734,POTASSIUM BICARBONATE 100 % PA,POTASSIUM,BICARBONATE 100 % PA,0
15735,UREA 330 MG TA,UREA,330 MG TA,0
15736,UREA  PA,UREA, PA,0
15739,IODINE 3 MG TA,IODINE,3 MG TA,0
15747,OVARIAN EXTRACT 3 G TA,OVARIAN,EXTRACT 3 G TA,0
15754,VITAMIN A 1500 UNIT TA,VITAMIN,A 1500 UNIT TA,0
15755,CYANOCOBALAMIN (VITAMIN B-12) 3MCG TA,CYANOCOBALAMIN,(VITAMIN B-12) 3MCG TA,0
15756,CYANOCOBALAMIN (VITAMIN B-12) 5 MCG TA,CYANOCOBALAMIN,(VITAMIN B-12) 5 MCG TA,0
15757,LIVER EXTRACT  TA,LIVER,EXTRACT  TA,0
15758,INOSITOL 400 MG TA,INOSITOL,400 MG TA,0
15759,CHOLINE BITARTRATE 400 MG TA,CHOLINE,BITARTRATE 400 MG TA,0
15760,ASCORBIC ACID 5 MG TA,ASCORBIC,ACID 5 MG TA,0
15761,"SODIUM PHOSPHATE,DIBASIC 300 MG TA",SODIUM,"PHOSPHATE,DIBASIC 300 MG TA",0
15762,"SODIUM PHOSPHATE,DIBASIC  PA",SODIUM,"PHOSPHATE,DIBASIC  PA",0
15764,CHOLINE BITARTRATE/RNA 42-30MG CA,CHOLINE,BITARTRATE/RNA 42-30MG CA,0
15765,BONE MEAL/MANGANESE 195-7.5MG TA,BONE,MEAL/MANGANESE 195-7.5MG TA,0
15766,"PEPSIN/SOD PHOS,DI-BA  PA",PEPSIN/SOD,"PHOS,DI-BA  PA",0
15769,CALCIUM LACTATE/KELP 325-325MG TA,CALCIUM,LACTATE/KELP 325-325MG TA,0
15770,VITAMIN A/ASCORBIC ACID  TA,VITAMIN,A/ASCORBIC ACID  TA,0
15771,NIACINAMIDE/VIT B6 50-10MG CA,NIACINAMIDE/VIT,B6 50-10MG CA,0
15772,PEPSIN/MANGANESE/HERBAL DRUGS  CA,PEPSIN/MANGANESE/HERBAL,DRUGS  CA,0
15774,CALCIUM/MAGNESIUM/VIT B12  TA,CALCIUM/MAGNESIUM/VIT,B12  TA,0
15775,RACEMETHIONINE/POTASS/THIAMINE  TA,RACEMETHIONINE/POTASS/THIAMINE, TA,0
15776,NIACINAMIDE/VIT B6/H-DASE  CA,NIACINAMIDE/VIT,B6/H-DASE  CA,0
15777,CAL LACTOPH/MAG/VIT C/RNA  CA,CAL,LACTOPH/MAG/VIT C/RNA  CA,0
15778,NIAC/VIT B6/PHOSPH AC/RNA  CA,NIAC/VIT,B6/PHOSPH AC/RNA  CA,0
15779,PEPSIN/PANCREATIN/AMMON/BETAIN  TA,PEPSIN/PANCREATIN/AMMON/BETAIN, TA,0
15780,INOSITOL/POTASSIUM/CAL/BETAINE  CA,INOSITOL/POTASSIUM/CAL/BETAINE, CA,0
15781,CHOLINE BIT/POTASS/CAL/BETAINE  CA,CHOLINE,BIT/POTASS/CAL/BETAINE  CA,0
15782,INOSI/POTASS/E/RNA/CHLOROPHYL  TA,INOSI/POTASS/E/RNA/CHLOROPHYL, TA,0
15783,MINERALS  TA,MINERALS, TA,0
15784,MINERALS/BETAINE HCL  CA,MINERALS/BETAINE,HCL  CA,0
15785,CHOLINE BIT/POT/NIAC/B2/ALLANT  TA,CHOLINE,BIT/POT/NIAC/B2/ALLANT  TA,0
15787,CYANOCOBALAMIN/MINERALS/RNA  CA,CYANOCOBALAMIN/MINERALS/RNA, CA,0
15790,BARIUM SULFATE 95 % SG,BARIUM,SULFATE 95 % SG,0
15791,ELECTROLYTE-56 SOLUTION/D5W 5 % HM,ELECTROLYTE-56,SOLUTION/D5W 5 % HM,0
15792,ELECTROLYTE-148 SOLUTION  HM,ELECTROLYTE-148,SOLUTION  HM,0
15793,ELECTROLYTE-148 IN 5% DEXTROSE 5 % HM,ELECTROLYTE-148,IN 5% DEXTROSE 5 % HM,0
15794,PAPAIN/UREA/CHLOROBUTANOL  SO,PAPAIN/UREA/CHLOROBUTANOL, SO,0
15796,HYDROCORTISONE 0.5 % SK,HYDROCORTISONE,0.5 % SK,0
15826,HYDROCORTISONE/EMOLLIENT BASE 1 % KA,HYDROCORTISONE/EMOLLIENT,BASE 1 % KA,0
15862,HYDROCORTISONE/EMOLLIENT BASE 1 % SK,HYDROCORTISONE/EMOLLIENT,BASE 1 % SK,0
15898,TRIAMCINOLONE ACETONIDE/C-T  KA,TRIAMCINOLONE,ACETONIDE/C-T  KA,0
15899,PYRITHIONE ZINC 0.5 % KA,PYRITHIONE,ZINC 0.5 % KA,0
15900,BETAHISTINE HCL 4 MG TA,BETAHISTINE,HCL 4 MG TA,0
15930,VITAMIN E ACETATE 25 UNIT CA,VITAMIN,E ACETATE 25 UNIT CA,0
15933,SODIUM SULFATE/MAG/SODIUM PHOS  TF,SODIUM,SULFATE/MAG/SODIUM PHOS  TF,0
15935,ASCORBIC ACID 500 MG/5ML HV,ASCORBIC,ACID 500 MG/5ML HV,0
15936,CYTARABINE 500 MG HS,CYTARABINE,500 MG HS,0
15938,ACETYLSALICYLIC AC/ME-PREDNIS 300-1.5MG TA,ACETYLSALICYLIC,AC/ME-PREDNIS 300-1.5MG TA,0
15942,NEOMYCIN/METHYLPREDNISOLONE 0.5%-0.25% KA,NEOMYCIN/METHYLPREDNISOLONE,0.5%-0.25% KA,0
15943,NEOMYCIN SULF/ME-PREDNIS NA PH 0.1 % SO,NEOMYCIN,SULF/ME-PREDNIS NA PH 0.1 % SO,0
15944,NEOMYCIN SULF/HYDROCORTISONE 0.5 % OA,NEOMYCIN,SULF/HYDROCORTISONE 0.5 % OA,0
15974,NEOMYCIN SULF/HYDROCORTISONE 0.5 %-0.5% OA,NEOMYCIN,SULF/HYDROCORTISONE 0.5 %-0.5% OA,0
15975,NEOMYCIN SULF/HYDROCORTISONE 0.5 %-1 % OA,NEOMYCIN,SULF/HYDROCORTISONE 0.5 %-1 % OA,0
15976,NEOMYCIN SULF/HYDROCORTISONE 1.5 % OW,NEOMYCIN,SULF/HYDROCORTISONE 1.5 % OW,0
16006,NEOMYCIN SULF/HYDROCORTISONE 0.5 %-1.5% SO,NEOMYCIN,SULF/HYDROCORTISONE 0.5 %-1.5% SO,0
16008,NEOMYCIN SULFATE/KAOLIN/PECTIN  SC,NEOMYCIN,SULFATE/KAOLIN/PECTIN  SC,0
16038,NEOMYCIN/M-PREDNISOL/ALUM/SULF 2.5-100/ML SK,NEOMYCIN/M-PREDNISOL/ALUM/SULF,2.5-100/ML SK,0
16079,FLUORIDE/PNV/IRON/FOLIC ACID 30-0.4MG TA,FLUORIDE/PNV/IRON/FOLIC,ACID 30-0.4MG TA,0
16085,ASCORBIC ACID/BIOFLAVONOIDS  SL,ASCORBIC,ACID/BIOFLAVONOIDS  SL,0
16087,INOSITOL/VIT C/VIT E/VIT B6  TA,INOSITOL/VIT,C/VIT E/VIT B6  TA,0
16088,VITAMIN B COMPLEX/IODINE  TA,VITAMIN,B COMPLEX/IODINE  TA,0
16091,PANCREAT/PROTEIN SUPP/B COMP  TA,PANCREAT/PROTEIN,SUPP/B COMP  TA,0
16092,"FERROUS FUMARATE/VIT BCOMP,C  TC",FERROUS,"FUMARATE/VIT BCOMP,C  TC",0
16093,VITAMIN E/DIETARY SUPPLEMENT  TA,VITAMIN,E/DIETARY SUPPLEMENT  TA,0
16094,DIETARY SUPPLEMENT  PA,DIETARY,SUPPLEMENT  PA,0
16095,"IRON SULF/BIOFLAV/VIT BCOMP,C  TA",IRON,"SULF/BIOFLAV/VIT BCOMP,C  TA",0
16104,PYRIDOXINE HCL (VITAMIN B6) 50 MG TA,PYRIDOXINE,HCL (VITAMIN B6) 50 MG TA,0
16108,FERROUS SULFATE/YEAST 65MG-325MG TA,FERROUS,SULFATE/YEAST 65MG-325MG TA,0
16111,CALCIUM/VITAMINS A AND D/PHOSP  TA,CALCIUM/VITAMINS,A AND D/PHOSP  TA,0
16112,CA/BONE MEAL/D2/BONE MARROW/P  TA,CA/BONE,MEAL/D2/BONE MARROW/P  TA,0
16113,YEAST/THIAMINE/GLUT ACID/VAL  TA,YEAST/THIAMINE/GLUT,ACID/VAL  TA,0
16114,IRON/VIT B COMP/LIVER EXTRACT  CA,IRON/VIT,B COMP/LIVER EXTRACT  CA,0
16115,SODIUM HYPOCHLORITE 1 % SA,SODIUM,HYPOCHLORITE 1 % SA,0
16121,MINERAL OIL/MAG HYDROX 25 %-6 % SU,MINERAL,OIL/MAG HYDROX 25 %-6 % SU,0
16129,ACETAMINOPHEN 325 MG TA,ACETAMINOPHEN,325 MG TA,0
16132,VITAMIN E  AS,VITAMIN,E  AS,0
16133,VITAMIN E  OA,VITAMIN,E  OA,0
16134,VITAMIN E ACETATE 200/ML SL,VITAMIN,E ACETATE 200/ML SL,0
16137,VITAMIN E ACETATE 800 UNIT CA,VITAMIN,E ACETATE 800 UNIT CA,0
16139,VITAMIN E 400 UNIT CA,VITAMIN,E 400 UNIT CA,0
16155,TYROPANOATE SODIUM 750 MG CA,TYROPANOATE,SODIUM 750 MG CA,0
16158,DIATRIZOATE SODIUM 41.66% SL,DIATRIZOATE,SODIUM 41.66% SL,0
16159,DIATRIZOATE SODIUM 50 % HV,DIATRIZOATE,SODIUM 50 % HV,0
16160,DIATRIZOATE SODIUM 59.87% PA,DIATRIZOATE,SODIUM 59.87% PA,0
16161,DIATRIZOATE MEGLUMINE 30 % HV,DIATRIZOATE,MEGLUMINE 30 % HV,0
16162,DIATRIZOATE MEGLUMINE 60 % HV,DIATRIZOATE,MEGLUMINE 60 % HV,0
16163,DEXTROSE 10 % IN WATER 10 % HV,DEXTROSE,10 % IN WATER 10 % HV,0
16164,HEXACHLOROPHENE 3 % SL,HEXACHLOROPHENE,3 % SL,0
16165,TYLOXAPOL 0.125 % SL,TYLOXAPOL,0.125 % SL,0
16166,INOSITOL NIACINATE 500 MG TA,INOSITOL,NIACINATE 500 MG TA,0
16167,TETRACAINE HCL 1 % KA,TETRACAINE,HCL 1 % KA,0
16168,IOPANOIC ACID 500 MG TA,IOPANOIC,ACID 500 MG TA,0
16169,TETRACAINE HCL 0.5 % OA,TETRACAINE,HCL 0.5 % OA,0
16170,PHENYTOIN/MEPHOBARBITAL 60 MG-90MG TA,PHENYTOIN/MEPHOBARBITAL,60 MG-90MG TA,0
16200,"DIATRIZOATE MEGLUMINE, SODIUM 50-25% HV",DIATRIZOATE,"MEGLUMINE, SODIUM 50-25% HV",0
16201,CHLOROQUINE PHOS/PRIMAQUIN PH 500MG-79MG TA,CHLOROQUINE,PHOS/PRIMAQUIN PH 500MG-79MG TA,0
16203,SULFAGUANIDINE/OPIUM/KAO/PECT  SC,SULFAGUANIDINE/OPIUM/KAO/PECT, SC,0
16205,ZINC PSN/PAP/SOD BORATE/BOR AC  SA,ZINC,PSN/PAP/SOD BORATE/BOR AC  SA,0
16207,THEOPHYLL/ISOPROT/EPD/POT IOD  SE,THEOPHYLL/ISOPROT/EPD/POT,IOD  SE,0
16208,COLCHICINE 1 MG TA,COLCHICINE,1 MG TA,0
16209,YOHIMBINE HCL 2 MG TA,YOHIMBINE,HCL 2 MG TA,0
16210,COLCHICINE/PODOPHYLLUM RESIN  OA,COLCHICINE/PODOPHYLLUM,RESIN  OA,0
16240,DOMIPHEN BROMIDE  YE,DOMIPHEN,BROMIDE  YE,0
16241,CCL3F/DICHLORODIFLUOROMETHANE 85 %-15 % AS,CCL3F/DICHLORODIFLUOROMETHANE,85 %-15 % AS,0
16242,LOBELINE 0.5 MG TG,LOBELINE,0.5 MG TG,0
16243,LOBELINE 0.5 MG TL,LOBELINE,0.5 MG TL,0
16244,COAL TAR/LANOLIN  SL,COAL,TAR/LANOLIN  SL,0
16245,LANOLIN/MINERAL OIL  SL,LANOLIN/MINERAL,OIL  SL,0
16246,POTASSIUM CHLORIDE 20MEQ/15ML SL,POTASSIUM,CHLORIDE 20MEQ/15ML SL,0
16247,POTASSIUM CHLORIDE 40MEQ/15ML SL,POTASSIUM,CHLORIDE 40MEQ/15ML SL,0
16283,TROLAMINE SALICYLATE 10 % KA,TROLAMINE,SALICYLATE 10 % KA,0
16284,POTASSIUM GLUCONATE 20MEQ/15ML SE,POTASSIUM,GLUCONATE 20MEQ/15ML SE,0
16285,ALUMINUM HYDROXIDE 600 MG TA,ALUMINUM,HYDROXIDE 600 MG TA,0
16286,ISOSORBIDE DINITRATE 10 MG TA,ISOSORBIDE,DINITRATE 10 MG TA,0
16287,"ANTIVENIN,CROTALIDAE (EQUINE)  ZD","ANTIVENIN,CROTALIDAE",(EQUINE)  ZD,0
16288,CYCLANDELATE 200 MG TA,CYCLANDELATE,200 MG TA,0
16289,ETHOHEPTAZINE/ASA/MEPROBAMATE  TA,ETHOHEPTAZINE/ASA/MEPROBAMATE, TA,0
16319,MAG HYDROX/ALUMINUM HYD/SIMETH 300-300/5 SC,MAG,HYDROX/ALUMINUM HYD/SIMETH 300-300/5 SC,0
16320,MAG HYDROX/ALUMINUM/OXETACAINE 100-300-10 SC,MAG,HYDROX/ALUMINUM/OXETACAINE 100-300-10 SC,0
16321,PENICILLIN G/PEN G POT ADULT HS,PENICILLIN,G/PEN G POT ADULT HS,0
16351,MAG HYDROX/ALUMINUM HYD/SIMETH 300-300-25 TC,MAG,HYDROX/ALUMINUM HYD/SIMETH 300-300-25 TC,0
16400,BISACODYL 5 MG TE,BISACODYL,5 MG TE,0
16405,SPECTINOMYCIN HCL 2 G HS,SPECTINOMYCIN,HCL 2 G HS,0
16409,RIFAMPIN 300 MG CA,RIFAMPIN,300 MG CA,0
16439,RIFAMPIN 150 MG CA,RIFAMPIN,150 MG CA,0
16469,ERYTHROMYCIN ESTOLATE 250 MG/5ML SC,ERYTHROMYCIN,ESTOLATE 250 MG/5ML SC,0
16571,"MINERAL OIL/PETROLATUM,WHITE 42.5-57.3% OA",MINERAL,"OIL/PETROLATUM,WHITE 42.5-57.3% OA",0
16587,LEVOTHYROXINE SODIUM 150 MCG TA,LEVOTHYROXINE,SODIUM 150 MCG TA,0
16625,BETAMETHASONE SODIUM PHOSPHATE 0.1 MG TP,BETAMETHASONE,SODIUM PHOSPHATE 0.1 MG TP,0
16662,DACTINOMYCIN 0.5 MG HS,DACTINOMYCIN,0.5 MG HS,0
16663,SULFADIAZINE/UNDECYL/IODOQUIN  QC,SULFADIAZINE/UNDECYL/IODOQUIN, QC,0
16664,POT GUAIACO/HCOD/DIPH-PYRA/SOD  SL,POT,GUAIACO/HCOD/DIPH-PYRA/SOD  SL,0
16665,POT GUAIACO/HCOD/SOD CIT/MENTH  SL,POT,GUAIACO/HCOD/SOD CIT/MENTH  SL,0
16666,DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML HV,DEXAMETHASONE,SODIUM PHOSPHATE 4 MG/ML HV,0
16668,PROMETHAZINE HCL 25 MG TA,PROMETHAZINE,HCL 25 MG TA,0
16669,DEXTRAN 40 IN 0.9 % NACL 10 % HM,DEXTRAN,40 IN 0.9 % NACL 10 % HM,0
16671,PHENYLEPHRINE/PPA/DIPH-PYRA  TA,PHENYLEPHRINE/PPA/DIPH-PYRA, TA,0
16672,NONOXYNOL 9 5 % JW,NONOXYNOL,9 5 % JW,0
16674,CASCARA/SENNA/ALOE/BELLAD ALK  TA,CASCARA/SENNA/ALOE/BELLAD,ALK  TA,0
16676,POTASSIUM GLUCONATE 1000 MG TA,POTASSIUM,GLUCONATE 1000 MG TA,0
16706,CHLOROQUINE PHOSPHATE 500 MG TA,CHLOROQUINE,PHOSPHATE 500 MG TA,0
16707,BENZOCAINE/OXYQUINOLINE/CLOVE  OA,BENZOCAINE/OXYQUINOLINE/CLOVE, OA,0
16708,VITAMIN A/VITAMIN D2 5000-400 CA,VITAMIN,A/VITAMIN D2 5000-400 CA,0
16722,ALUMINUM ACETATE  KA,ALUMINUM,ACETATE  KA,0
16723,RESORCINOL/PHENOL LIQ/ACET/ALC  SA,RESORCINOL/PHENOL,LIQ/ACET/ALC  SA,0
16724,FUROSEMIDE 10 MG/ML HV,FUROSEMIDE,10 MG/ML HV,0
16761,CME-CELL NA/CA/M-VITS-FE/BENZ  CA,CME-CELL,NA/CA/M-VITS-FE/BENZ  CA,0
16762,ESTRADIOL VALERATE 20 MG/ML HV,ESTRADIOL,VALERATE 20 MG/ML HV,0
16767,VITAMIN B COMP AND C/MINERALS  TS,VITAMIN,B COMP AND C/MINERALS  TS,0
16768,"MUMPS VACCINE,LIVE  HS",MUMPS,"VACCINE,LIVE  HS",0
16769,ASCORBIC ACID 200 MG TA,ASCORBIC,ACID 200 MG TA,0
16770,DICYCLOMINE HCL 30 MG TS,DICYCLOMINE,HCL 30 MG TS,0
16804,OMEGA-3/NIA/VIT B6/VIT B2/IOD  CA,OMEGA-3/NIA/VIT,B6/VIT B2/IOD  CA,0
16807,CODEINE/ACETYLSALICYLIC/CAFF 30-375-30 TA,CODEINE/ACETYLSALICYLIC/CAFF,30-375-30 TA,0
16809,BENZOCAINE 10 % SL,BENZOCAINE,10 % SL,0
16811,UREA/CALCIUM GLYCEROPHOSPHATE  TA,UREA/CALCIUM,GLYCEROPHOSPHATE  TA,0
16812,INOSITOL 90 MG TA,INOSITOL,90 MG TA,0
16813,NONOXYNOL 9 12.5 % AW,NONOXYNOL,9 12.5 % AW,0
16815,RESERPINE/PROTOVERATRINE/HFMTZ  TA,RESERPINE/PROTOVERATRINE/HFMTZ, TA,0
16817,MECLIZINE HCL 25 MG TC,MECLIZINE,HCL 25 MG TC,0
16819,CODEINE/ACETYLSALICYLIC/CAFF 60-375-30 TS,CODEINE/ACETYLSALICYLIC/CAFF,60-375-30 TS,0
16823,TYROTHRIC/GRAMICID D/LIDOCAINE  OA,TYROTHRIC/GRAMICID,D/LIDOCAINE  OA,0
16824,BACITRACIN/POLYMYXIN B SULFATE  OA,BACITRACIN/POLYMYXIN,B SULFATE  OA,0
16826,CHLOROBUTAN/PARA/TURPEN/PEANUT 5-2-10-57% SO,CHLOROBUTAN/PARA/TURPEN/PEANUT,5-2-10-57% SO,0
16827,SODIUM BICARBONATE 600 MG TA,SODIUM,BICARBONATE 600 MG TA,0
16858,"CALCIUM PHOSPHATE/VIT A,D  CA",CALCIUM,"PHOSPHATE/VIT A,D  CA",0
16859,"FERROUS SULFATE, DRIED 160(50) MG TS",FERROUS,"SULFATE, DRIED 160(50) MG TS",0
16862,MILK BASED FORMULA  PA,MILK,BASED FORMULA  PA,0
16863,INOSITOL/ASCORBIC ACID/HERBS  TA,INOSITOL/ASCORBIC,ACID/HERBS  TA,0
16864,BENZOCAINE/CETYLPYRIDINIUM CHL 5-5 TL,BENZOCAINE/CETYLPYRIDINIUM,CHL 5-5 TL,0
16865,VASOPRESSIN 20 UNIT/ML HV,VASOPRESSIN,20 UNIT/ML HV,0
16899,IOTHALAMATE MEGLUMINE 30 % HV,IOTHALAMATE,MEGLUMINE 30 % HV,0
16901,GENTAMICIN SULFATE 40 MG/ML HV,GENTAMICIN,SULFATE 40 MG/ML HV,0
16902,GENTAMICIN SULFATE 20 MG/2 ML HV,GENTAMICIN,SULFATE 20 MG/2 ML HV,0
16903,LANOLIN/MINERAL OIL  SK,LANOLIN/MINERAL,OIL  SK,0
16904,ASCORBIC ACID/BIOFLAVONOIDS 100MG-5MG TA,ASCORBIC,ACID/BIOFLAVONOIDS 100MG-5MG TA,0
16910,PSYLLIUM SEED (WITH DEXTROSE)  PA,PSYLLIUM,SEED (WITH DEXTROSE)  PA,0
16911,ASCORBIC ACID 500 MG TC,ASCORBIC,ACID 500 MG TC,0
16912,KETAMINE HCL 10 MG/ML HV,KETAMINE,HCL 10 MG/ML HV,0
16918,KETAMINE HCL 50 MG/ML HV,KETAMINE,HCL 50 MG/ML HV,0
16924,CRES AC/PRED/CAM/P-CHLOROPHENO  SL,CRES,AC/PRED/CAM/P-CHLOROPHENO  SL,0
16925,LACTOSE-REDUCED FOOD  PA,LACTOSE-REDUCED,FOOD  PA,0
16927,MULTIVITAMIN WITH IRON  CA,MULTIVITAMIN,WITH IRON  CA,0
16930,DEXCHLORPHENIRAMINE MALEATE 2 MG/5 ML ST,DEXCHLORPHENIRAMINE,MALEATE 2 MG/5 ML ST,0
16932,BENZETHONIUM CHLORIDE  AA,BENZETHONIUM,CHLORIDE  AA,0
16933,"SOD PHOS, MB/POT + SOD BICARB 500 MG TF",SOD,"PHOS, MB/POT + SOD BICARB 500 MG TF",0
16934,BENZOCAINE/METHYLCELLULOSE  TL,BENZOCAINE/METHYLCELLULOSE, TL,0
16935,CHLORPHENIRAMINE/PSEUDOEPHED 4 MG-60 MG TA,CHLORPHENIRAMINE/PSEUDOEPHED,4 MG-60 MG TA,0
16936,CLINDAMYCIN PALMITATE HCL 75 MG/5 ML PI,CLINDAMYCIN,PALMITATE HCL 75 MG/5 ML PI,0
16984,HOMEOPATHIC DRUGS  SL,HOMEOPATHIC,DRUGS  SL,0
16999,BUTALB/ACETYLSALICYLIC AC/CAFF 50-330-40 CA,BUTALB/ACETYLSALICYLIC,AC/CAFF 50-330-40 CA,0
17004,B-COMPLEX WITH VITAMIN C  TF,B-COMPLEX,WITH VITAMIN C  TF,0
17006,PHENTERMINE RESIN 30 MG CS,PHENTERMINE,RESIN 30 MG CS,0
17008,PHENTERMINE RESIN 15 MG CS,PHENTERMINE,RESIN 15 MG CS,0
17014,EPHEDRIN/COD/P-TOLOX/CHLORPHEN  SC,EPHEDRIN/COD/P-TOLOX/CHLORPHEN, SC,0
17015,FRAMYCETIN/GRAMICID D/DEXAMETH 5-0.05-0.5 SO,FRAMYCETIN/GRAMICID,D/DEXAMETH 5-0.05-0.5 SO,0
17045,HYDROCORTISONE 0.5 % KA,HYDROCORTISONE,0.5 % KA,0
17046,HYDROCORTISONE 1 % KA,HYDROCORTISONE,1 % KA,0
17054,UNDECYLENIC ACID 2 % ER,UNDECYLENIC,ACID 2 % ER,0
17055,ETHCHLORVYNOL 750 MG CA,ETHCHLORVYNOL,750 MG CA,0
17056,LIDOCAINE HCL/EPINEPHRINE 0.5-1:200K HV,LIDOCAINE,HCL/EPINEPHRINE 0.5-1:200K HV,0
17057,PENTAZOCINE HCL/ASA/CAFFEINE  TA,PENTAZOCINE,HCL/ASA/CAFFEINE  TA,0
17092,EDETATE DISODIUM/CETRIMIDE 15-750/100 SL,EDETATE,DISODIUM/CETRIMIDE 15-750/100 SL,0
17093,LIDOCAIN/CAMPH/P-CL-PHEN/FORM  TA,LIDOCAIN/CAMPH/P-CL-PHEN/FORM, TA,0
17094,NEOMYCIN/TYROTH/POLY/DEXA/HAL  KP,NEOMYCIN/TYROTH/POLY/DEXA/HAL, KP,0
17095,THYMOL IODIDE/HC/DEXAMETH/FORM 25-1G/100G PA,THYMOL,IODIDE/HC/DEXAMETH/FORM 25-1G/100G PA,0
17096,PENTAGASTRIN 500MCG/2ML HH,PENTAGASTRIN,500MCG/2ML HH,0
17098,DIMENHYDRINATE 15 MG/5 ML SL,DIMENHYDRINATE,15 MG/5 ML SL,0
17110,DM/PYRIL/POTASSIUM IOD/SOD CIT  ST,DM/PYRIL/POTASSIUM,IOD/SOD CIT  ST,0
17111,THIAMYLAL SODIUM 5 G HS,THIAMYLAL,SODIUM 5 G HS,0
17112,HYDROCORTISONE 100MG/60ML SF,HYDROCORTISONE,100MG/60ML SF,0
17115,LIDOCAINE HCL 20 MG/ML HV,LIDOCAINE,HCL 20 MG/ML HV,0
17116,HYDROXOCOBALAMIN 1000MCG/ML HV,HYDROXOCOBALAMIN,1000MCG/ML HV,0
