,DIN,FullName,GenericName,BrandName,Dosage,DosageForm
3507,464937,ISOXSUPRINE HCL 10 MG TA,ISOXSUPRINE HCL,Vasodilan Tab, 10 MG TA,TABLET
3508,464988,MODIFIED RAGWEED TYROSINE ADSB 210-500/ML HV,MODIFIED RAGWEED TYROSINE ADSB,Pollinex R, 210-500/ML HV,VIAL
3509,465062,METHYLENE BLUE 1 % HH,METHYLENE BLUE,Methylene Blue Inj, 1 % HH,AMPUL
3510,465070,HYDROCORTISONE/DIMETHICONE 1 % KA,HYDROCORTISONE/DIMETHICONE,Barriere Hc, 1 % KA,CREAM (G)
3511,465186,CEFACLOR 250 MG CA,CEFACLOR,Ceclor, 250 MG CA,CAPSULE
3512,465194,CEFACLOR 500 MG CA,CEFACLOR,Ceclor, 500 MG CA,CAPSULE
3513,465208,CEFACLOR 125 MG/5ML PD,CEFACLOR,Ceclor, 125 MG/5ML PD,SUSP RECON
3514,465216,CEFACLOR 250 MG/5ML PD,CEFACLOR,Ceclor, 250 MG/5ML PD,SUSP RECON
3515,465240,PINAVERIUM BROMIDE 50 MG TA,PINAVERIUM BROMIDE,Dicetel Cap, 50 MG TA,TABLET
3516,465275,NEOMYCIN SULF/NYST/HALCINONIDE  KA,NEOMYCIN SULF/NYST/HALCINONIDE  KA,Halcicomb Crm,,CREAM (G)
3517,465283,HYDROXYUREA 500 MG CA,HYDROXYUREA,Hydrea Cap, 500 MG CA,CAPSULE
3518,465313,PROPRANOLOL/HYDROCHLOROTHIAZID 40 MG-25MG TA,PROPRANOLOL/HYDROCHLOROTHIAZID,Inderide Tab, 40 MG-25MG TA,TABLET
3519,465321,PROPRANOLOL/HYDROCHLOROTHIAZID 80 MG-25MG TA,PROPRANOLOL/HYDROCHLOROTHIAZID,Inderide Tab, 80 MG-25MG TA,TABLET
3520,465763,PHENYLEPHRINE HCL 2.5 % SO,PHENYLEPHRINE HCL,Mydfrin, 2.5 % SO,DROPS
3521,465984,"MULTIVIT WITH CALCIUM,IRON,MIN  ZD","MULTIVIT WITH CALCIUM,IRON,MIN  ZD",Revital,,COMBO. PKG
3522,466050,VIT A/VIT D2/HALIBUT LIVER OIL 10000-400 CA,VIT A/VIT D2/HALIBUT LIVER OIL,Huile De Foie De Fletan, 10000-400 CA,CAPSULE
3523,466069,PSEUDOEPHED/DIPHENHYDRAMINE 30-12.5/5 SL,PSEUDOEPHED/DIPHENHYDRAMINE,Benylin For Allergies, 30-12.5/5 SL,LIQUID
3524,466085,"MEASLES,MUMPS,RUBELLA VACC/PF 1K-5K/0.5 HS","MEASLES,MUMPS,RUBELLA VACC/PF",M-M-R Ii, 1K-5K/0.5 HS,VIAL
3525,466131,VITAMIN E/VITAMINS A AND D  SQ,VITAMIN E/VITAMINS A AND D  SQ,Vitamin A D And E Oil,,OIL
3526,466417,EPINEPHRINE 25 MG/ML AH,EPINEPHRINE,Dysne Inhal, 25 MG/ML AH,AER W/ADAP
3527,466425,CAL GLUCOHEP/CALCIUM GLUCONATE 172.1-58.7 SL,CAL GLUCOHEP/CALCIUM GLUCONATE,Rougier Calcium, 172.1-58.7 SL,LIQUID
3528,466581,BISMUTH SUBCARBONATE  SC,BISMUTH SUBCARBONATE  SC,Bismuth Hydrate,,ORAL SUSP
3529,466689,POTASSIUM CHLORIDE/D5-0.2%NACL 20 MEQ/L HM,POTASSIUM CHLORIDE/D5-0.2%NACL,Potassium Chloride 20 Meq In , 20 MEQ/L HM,IV SOLN
3530,466913,PANCURONIUM BROMIDE 1 MG/ML HH,PANCURONIUM BROMIDE,Pavulon Inj, 1 MG/ML HH,AMPUL
3531,466948,METOCURINE IODIDE 2 MG/ML HV,METOCURINE IODIDE,Metubine Iodide Inj, 2 MG/ML HV,VIAL
3532,467197,BENZALKONIUM CHLORIDE 0.4 % YO,BENZALKONIUM CHLORIDE,Zephiran Wipes And Towelettes, 0.4 % YO,TOWELETTE
3533,467359,BENZOCAINE 2.5 MG TL,BENZOCAINE,Bemo Cp Loz, 2.5 MG TL,LOZENGE
3534,467375,ACETAMINOPHEN/CAFFEINE 162-16.2MG TA,ACETAMINOPHEN/CAFFEINE,Secumol Tab, 162-16.2MG TA,TABLET
3535,467561,ASCORBIC ACID/ASCORBATE CAL 500MG-50MG TA,ASCORBIC ACID/ASCORBATE CAL,Vitamin C Tab, 500MG-50MG TA,TABLET
3536,467588,ASCORBATE CALCIUM 825MG PA,ASCORBATE CALCIUM,Calcium Ascorbate Pwr, 825MG PA,POWDER
3537,467626,"HEPARIN SODIUM,PORCINE 100/ML HV","HEPARIN SODIUM,PORCINE",Hepalean Lok, 100/ML HV,VIAL
3538,467847,NIACINAMIDE/RIBOFLAVIN 6 MG-1 MG TA,NIACINAMIDE/RIBOFLAVIN,Theraplex G Tab, 6 MG-1 MG TA,TABLET
3539,467863,FERROUS FUMARATE/VIT B12 9.86MG-1.5 CA,FERROUS FUMARATE/VIT B12,Ferrocaps Et/And B12, 9.86MG-1.5 CA,CAPSULE
3540,467944,FLUORIDE (SODIUM) 0.24 % KT,FLUORIDE (SODIUM),Crest Freshmint Dentifrice Tpt, 0.24 % KT,TOOTHPASTE
3541,468088,CALCIUM PHOSPHATE  PA,CALCIUM PHOSPHATE  PA,Dent Chem Desensitizing Pwr,,POWDER
3542,468150,STANNOUS FLUORIDE  SA,STANNOUS FLUORIDE  SA,Desensitizing Liq,,SOLUTION
3543,468185,SODHEXFLUOROSIL/NACL/ZN/ANTISE 1.7%-42.9% SA,SODHEXFLUOROSIL/NACL/ZN/ANTISE,Onox Solution, 1.7%-42.9% SA,SOLUTION
3544,468312,CALCIUM/MAG/VIT C/VITAMIN D2  TA,CALCIUM/MAG/VIT C/VITAMIN D2  TA,Cal Mag + Vitamin C And D Tab,,TABLET
3545,468355,CASCARA/MAG/PEPTO/PANCREAT/BOL  SL,CASCARA/MAG/PEPTO/PANCREAT/BOL  SL,Alsilax,,LIQUID
3546,468789,DEXTROMETHORPHAN HBR 7.5 MG TL,DEXTROMETHORPHAN HBR,Sucrets Cough Control Formula, 7.5 MG TL,LOZENGE
3547,468797,DECAVITAMINS  TA,DECAVITAMINS  TA,Maxi,,TABLET
3548,469033,HYDROXYETHYLCELLULOSE/PVA  SO,HYDROXYETHYLCELLULOSE/PVA  SO,Neo Tears Ocular Lubricant,,DROPS
3549,469122,AMMONIUM/POT GUA/COD/DIP/B-DIP  SH,AMMONIUM/POT GUA/COD/DIP/B-DIP  SH,Ambenyl Cough Syrup,,EXPECT
3550,469157,STRONTIUM CHLORIDE 22MG/ML SL,STRONTIUM CHLORIDE,Serene Eze, 22MG/ML SL,LIQUID
3551,469327,ETHYNODIOL D-ETHINYL ESTRADIOL 2 MG-30MCG TA,ETHYNODIOL D-ETHINYL ESTRADIOL,Demulen, 2 MG-30MCG TA,TABLET
3552,469440,ASCORBIC ACID  PC,ASCORBIC ACID  PC,Vitamin C Crystals,,CRYSTALS
3553,469688,"MINERAL OIL/PETROLATUM,WHITE  OA","MINERAL OIL/PETROLATUM,WHITE  OA",Duratears,,OINT. (G)
3554,469734,SALICYLIC ACID/LACTIC ACID  SL,SALICYLIC ACID/LACTIC ACID  SL,Verucaid,,LIQUID
3555,469742,ZINC HVP CHELATE 10 MG TA,ZINC HVP CHELATE,Chelated Zinc Tab, 10 MG TA,TABLET
3556,469750,CALCIUM HVP CHELATE/VITAMIN D2 50 MG-400 TA,CALCIUM HVP CHELATE/VITAMIN D2,Chelated Calcium Tab W D, 50 MG-400 TA,TABLET
3557,469793,AMMONIUM CHLORIDE/DM/PYRIL  ST,AMMONIUM CHLORIDE/DM/PYRIL  ST,Actamine Dm,,SYRUP
3558,469920,VITAMIN A PALMITATE/ZINC/CU  TA,VITAMIN A PALMITATE/ZINC/CU  TA,Zinc Amino Acid Chelate Tab,,TABLET
3559,469939,CALCIUM/ASCORBIC ACID/PHOSP  TA,CALCIUM/ASCORBIC ACID/PHOSP  TA,Vitamin C W Chelates Tab,,TABLET
3560,469947,CALCIUM/MAGNESIUM/VIT B6/PHOS 30-150-20 TA,CALCIUM/MAGNESIUM/VIT B6/PHOS,Magnesium Amino Acid Chelate Plus Tab, 30-150-20 TA,TABLET
3561,470163,CALCIUM HYDROXIDE  PA,CALCIUM HYDROXIDE  PA,Calcium Hydroxide Usp Pwr,,POWDER
3562,470198,ERYTHROSINE SODIUM 1 % SL,ERYTHROSINE SODIUM,Disclosing Solution, 1 % SL,LIQUID
3563,470236,CRESOL/FORMALDEHYDE 48.5-48.5% SL,CRESOL/FORMALDEHYDE,Formo Cresol Liq, 48.5-48.5% SL,LIQUID
3564,470252,CRESYL ACETATE  SL,CRESYL ACETATE  SL,Metacresylacetate Liq,,LIQUID
3565,470295,HYDROGEN PEROXIDE 35 % SL,HYDROGEN PEROXIDE,Superoxol Liq, 35 % SL,LIQUID
3566,470627,PAPAIN 15 MG TA,PAPAIN,Papaya Enzyme Tab, 15 MG TA,TABLET
3567,470643,PANCREATIN 400 MG TA,PANCREATIN,Pancreatin Tab, 400 MG TA,TABLET
3568,470813,CALCIUM CARBONATE/MAGNESIUM OX 500-225MG TA,CALCIUM CARBONATE/MAGNESIUM OX,Calcium Magnesium Tab, 500-225MG TA,TABLET
3569,471178,CHLOROXYLENOL 0.25 % SK,CHLOROXYLENOL,Pink Lady, 0.25 % SK,LOTION
3570,471208,VITAMIN E 1000 UNIT CA,VITAMIN E,Vitamin E Cap, 1000 UNIT CA,CAPSULE
3571,471259,IPECAC 0.05 % SL,IPECAC,Syrup Of Ipecacuanha Expectorant, 0.05 % SL,LIQUID
3572,471348,DEXBROMPHENIR/PSEUDOEPHED SULF 1.5-30MG/5 ST,DEXBROMPHENIR/PSEUDOEPHED SULF,Drixoral Syr, 1.5-30MG/5 ST,SYRUP
3573,471429,CALCIUM POLYSTYRENE SULFONATE  PA,CALCIUM POLYSTYRENE SULFONATE  PA,Resonium Calcium,,POWDER
3574,471496,POTASSIUM CHLORIDE 10 MEQ TS,POTASSIUM CHLORIDE,Kalium Durules Srt, 10 MEQ TS,TABLET ER
3575,471534,MICONAZOLE NITRATE 2 % SZ,MICONAZOLE NITRATE,Micatin Lot, 2 % SZ,LOTION
3576,472026,IRON POLYSACCHARIDE COMPLEX 150 MG CA,IRON POLYSACCHARIDE COMPLEX,Niferex Cap, 150 MG CA,CAPSULE
3577,472042,"VITAMIN E/VIT A,D/ZINC OXIDE  OA","VITAMIN E/VIT A,D/ZINC OXIDE  OA",Baby Ade Ont,,OINT. (G)
3578,472328,CHOLINE BIT/NIACIN/VIT B6/B1  TA,CHOLINE BIT/NIACIN/VIT B6/B1  TA,Theraplex B Tab,,TABLET
3579,472336,VITAMIN E ACETATE 5 UNIT TA,VITAMIN E ACETATE,Theraplex E Tab, 5 UNIT TA,TABLET
3580,472344,CHOLINE BITARTRATE 200 MG TA,CHOLINE BITARTRATE,Cholinex Tab, 200 MG TA,TABLET
3581,472549,HYDROCODONE/CPM/PSEUDOEPHED 2.5-2-30/5 ST,HYDROCODONE/CPM/PSEUDOEPHED,Vasofrinic Dh, 2.5-2-30/5 ST,SYRUP
3582,472840,"FLUORIDE/SOD PHOS, M-B/PHOS AC  JC","FLUORIDE/SOD PHOS, M-B/PHOS AC  JC",Quick Set Thixotropic Fluoride Gel,,GEL (ML)
3583,473049,NEOMYCIN SULF/NYST/HALCINONIDE  OA,NEOMYCIN SULF/NYST/HALCINONIDE  OA,Halcicomb Ont,,OINT. (G)
3584,473057,MAGNESIUM SALICYLATE 325 MG TA,MAGNESIUM SALICYLATE,Doan'S Backache Pills, 325 MG TA,TABLET
3585,473316,IODOXAMATE MEGLUMINE 9.9 % HB,IODOXAMATE MEGLUMINE,Cholovue Inj, 9.9 % HB,INFUS. BTL
3586,473618,"ESTROGENS,ESTERIFIED 0.3 MG TA","ESTROGENS,ESTERIFIED",Estragyn, 0.3 MG TA,TABLET
3587,473790,ZINC PSN/ALUMINUM/PECT/ATTAPUL  TA,ZINC PSN/ALUMINUM/PECT/ATTAPUL  TA,Diarex Tab,,TABLET
3588,473839,NIAC/VIT B2/VIT B1/HERBS/VAL  TA,NIAC/VIT B2/VIT B1/HERBS/VAL  TA,Quiet Rest Tab,,TABLET
3589,473995,ASCORBIC ACID 10 MG TA,ASCORBIC ACID,Liver Plus C Tablets, 10 MG TA,TABLET
3590,474002,PEPSIN/PANCREATIN/PAPAIN  TA,PEPSIN/PANCREATIN/PAPAIN  TA,Neo Life Enzyme Tab,,TABLET
3591,474010,PEPSIN/BETAINE HCL/PAPAIN  TA,PEPSIN/BETAINE HCL/PAPAIN  TA,Neo Life Beta Gest Tab,,TABLET
3592,474436,PPL/ALOE/IPECAC/BELLAD ALK  TA,PPL/ALOE/IPECAC/BELLAD ALK  TA,Robol Tab,,TABLET
3593,474517,ALFACALCIDOL 0.25 MCG CA,ALFACALCIDOL,One Alpha Caps, 0.25 MCG CA,CAPSULE
3594,474525,ALFACALCIDOL 1 MCG CA,ALFACALCIDOL,One Alpha Caps, 1 MCG CA,CAPSULE
3595,475238,SALICYLIC ACID/LACTIC ACID 2 %-0.5 % SS,SALICYLIC ACID/LACTIC ACID,P+S Shampoo, 2 %-0.5 % SS,SHAMPOO
3596,475394,TYROTH/POLYMYX B/BENZO/MEN/CAM 0.5-500-50 OA,TYROTH/POLYMYX B/BENZO/MEN/CAM,Antibiotic Cold Sore Ointment, 0.5-500-50 OA,OINT. (G)
3597,476145,PHENOLPHTHALEIN/MINERAL OIL  SU,PHENOLPHTHALEIN/MINERAL OIL  SU,Agarol,,EMULSION
3598,476188,GLYCERIN/MINERAL OIL/AGAR  SU,GLYCERIN/MINERAL OIL/AGAR  SU,Agarol Plain,,EMULSION
3599,476242,HYDROCORTISONE/PRAMOXINE/ZINC 10-20-10MG QA,HYDROCORTISONE/PRAMOXINE/ZINC,Anugesic-Hc Suppositories, 10-20-10MG QA,SUPP.RECT
3600,476285,HYDROCORTISONE ACET/ZINC SULF 10 MG-10MG QA,HYDROCORTISONE ACET/ZINC SULF,Anusol-Hc Suppositories, 10 MG-10MG QA,SUPP.RECT
3601,476307,PRAMOXINE HCL/ZINC SULFATE 20 MG-10MG QA,PRAMOXINE HCL/ZINC SULFATE,Anusol Plus Sup, 20 MG-10MG QA,SUPP.RECT
3602,476315,ZINC SULFATE 10 MG QA,ZINC SULFATE,Anusol Sup, 10 MG QA,SUPP.RECT
3603,476366,OXTRIPHYLLINE 100 MG/5ML SE,OXTRIPHYLLINE,Choledyl Elixir, 100 MG/5ML SE,ELIXIR
3604,476374,GUAIFENESIN/OXTRIPHYLLINE 50-100MG/5 SE,GUAIFENESIN/OXTRIPHYLLINE,Choledyl Expectorant Elixir, 50-100MG/5 SE,ELIXIR
3605,476382,GUAIFENESIN/OXTRIPHYLLINE  TA,GUAIFENESIN/OXTRIPHYLLINE  TA,Choledyl Expectorant Tab,,TABLET
3606,476420,COLISTIN (COLISTIMETHATE NA) 150 MG HS,COLISTIN (COLISTIMETHATE NA),Coly-Mycin M Parenteral, 150 MG HS,VIAL
3607,476439,NEOMYCIN SULFATE/COLIST SUL/HC  SN,NEOMYCIN SULFATE/COLIST SUL/HC  SN,Colymycin Otic,,DROPS SUSP
3608,476552,PHENELZINE SULFATE 15 MG TA,PHENELZINE SULFATE,Nardil, 15 MG TA,TABLET
3609,476579,PENTAERYTHRITOL TETRANITRATE 80 MG TA,PENTAERYTHRITOL TETRANITRATE,Peritrate Forte Tab, 80 MG TA,TABLET
3610,476587,PENTAERYTHRITOL TETRANITRATE 80 MG TS,PENTAERYTHRITOL TETRANITRATE,Peritrate Sa, 80 MG TS,TABLET ER
3611,476595,PENTAERYTHRITOL TETRANITRATE 10 MG TA,PENTAERYTHRITOL TETRANITRATE,Peritrate Tab, 10 MG TA,TABLET
3612,476609,PENTAERYTHRITOL TETRANITRATE 20 MG TA,PENTAERYTHRITOL TETRANITRATE,Peritrate Tab, 20 MG TA,TABLET
3613,476617,PENTAERYTHRITOL/PHENOBARBITAL 80-45MG TS,PENTAERYTHRITOL/PHENOBARBITAL,Peritrate W Phenobarbital Sa Tab, 80-45MG TS,TABLET ER
3614,476633,PENTAERYTHRITOL/PHENOBARBITAL 20-15MG TA,PENTAERYTHRITOL/PHENOBARBITAL,Peritrate Phenobarb, 20-15MG TA,TABLET
3615,476730,PSEUDOEPHEDRINE/ACETAMINOPHEN 30MG-500MG TA,PSEUDOEPHEDRINE/ACETAMINOPHEN,Tylenol Sinus Medication Extra-Strength Cpl, 30MG-500MG TA,TABLET
3616,476757,PHENYLPROPAN/ACETAMIN/PHENYLTO  TA,PHENYLPROPAN/ACETAMIN/PHENYLTO  TA,Sinutab Sa Srt,,TABLET
3617,476781,HEXETIDINE 0.1 % SA,HEXETIDINE,Sterisol Mwh, 0.1 % SA,SOLUTION
3618,476803,THEOPHYLL/EPHEDRINE/PHENOBARB  SE,THEOPHYLL/EPHEDRINE/PHENOBARB  SE,Tedral Elx,,ELIXIR
3619,476838,THEOPHYLL/EPHEDRINE/PHENOBARB  TS,THEOPHYLL/EPHEDRINE/PHENOBARB  TS,Tedral Sa Srt,,TABLET ER
3620,476846,THEOPHYLL/EPHEDRINE/PHENOBARB  TA,THEOPHYLL/EPHEDRINE/PHENOBARB  TA,Tedral Tab,,TABLET
3621,477117,POTASSIUM BICARBONATE/CIT AC 25 MEQ TF,POTASSIUM BICARBONATE/CIT AC,K Lyte Tab Lime + Orange Flav, 25 MEQ TF,TABLET EFF
3622,477184,METHYL SALICYLATE/MENTHOL  KA,METHYL SALICYLATE/MENTHOL  KA,Inarub Crm,,CREAM (G)
3623,477273,GLUTAMIC ACID 500 MG TA,GLUTAMIC ACID,Acide Glutamique Hcl Tab, 500 MG TA,TABLET
3624,477664,ACETAMINOPHEN WITH CODEINE 325MG-30MG TA,ACETAMINOPHEN WITH CODEINE,Rounox Codeine, 325MG-30MG TA,TABLET
3625,477672,ACETAMINOPHEN WITH CODEINE 325MG-60MG TA,ACETAMINOPHEN WITH CODEINE,Rounox Codeine, 325MG-60MG TA,TABLET
3626,477680,HYDROCORTISONE ACETATE 0.1 % KA,HYDROCORTISONE ACETATE,Corticreme, 0.1 % KA,CREAM (G)
3627,478253,CODEINE/ACETYLSALICYLIC/CAFF 8-375-30MG TA,CODEINE/ACETYLSALICYLIC/CAFF,A C And C Tab, 8-375-30MG TA,TABLET
3628,478288,LIDOCAINE HCL/DEXTROSE 5 %/PF 4 MG/ML HM,LIDOCAINE HCL/DEXTROSE ,0.4% Lidocaine Hydrochloride And, 5 %/PF 4 MG/ML HM,IV SOLN
3629,478296,LIDOCAINE HCL/DEXTROSE 5 %/PF 2 MG/ML HM,LIDOCAINE HCL/DEXTROSE ,Lidocaine , 5 %/PF 2 MG/ML HM,IV SOLN
3630,478652,EUCALYP/ME-SALICYLATE/MEN/THYM  SM,EUCALYP/ME-SALICYLATE/MEN/THYM  SM,Listerine Antiseptic Mwh And Gargle,,MOUTHWASH
3631,478717,SULFADIAZINE/TRIMETHOPRIM 410-90MG TA,SULFADIAZINE/TRIMETHOPRIM,Coptin Tab, 410-90MG TA,TABLET
3632,478830,CALCIUM/VITAMINS A AND D  CA,CALCIUM/VITAMINS A AND D  CA,Calcitol,,CAPSULE
3633,479012,CLOBETASOL PROPIONATE 0.05 % SA,CLOBETASOL PROPIONATE,Dermovate Scalp Application, 0.05 % SA,SOLUTION
3634,479101,CYANOCOBALAMIN (VITAMIN B-12) 1 MCG TA,CYANOCOBALAMIN (VITAMIN B-12),Puro Sang Tab, 1 MCG TA,TABLET
3635,479128,IRON/VITAMIN B COMPLEX  SL,IRON/VITAMIN B COMPLEX  SL,Tini-Cal Ampoules,,LIQUID
3636,479152,CALCIUM PHOSPHATE/VITAMIN D2  TA,CALCIUM PHOSPHATE/VITAMIN D2  TA,Calci Choc Tab,,TABLET
3637,479160,ERGOCALCIFEROL (VITAMIN D2) 150 UNIT CA,ERGOCALCIFEROL (VITAMIN D2),D Caps, 150 UNIT CA,CAPSULE
3638,479225,ACETYLSALICYLIC AC/BUTANOL/EUG 8.33-1.5-4 KP,ACETYLSALICYLIC AC/BUTANOL/EUG,Dry Socket Paste, 8.33-1.5-4 KP,PASTE (G)
3639,479284,FLUORIDE (SODIUM) 2 % SA,FLUORIDE (SODIUM),Perioselect Sodium Fluoride Solution, 2 % SA,SOLUTION
3640,479314,EPINEPHRINE HCL 0.7 MG ET,EPINEPHRINE HCL,Pellets, 0.7 MG ET,MED. PAD
3641,479411,BENZOCAINE 20 % JG,BENZOCAINE,Gingicaine Gel, 20 % JG,GEL (GRAM)
3642,479721,HEXAVITAMINS  SL,HEXAVITAMINS  SL,Maxi,,LIQUID
3643,479896,LIDOCAINE/CETRIMIDE 5%-0.15% JG,LIDOCAINE/CETRIMIDE,Xylonor Gel, 5%-0.15% JG,GEL (GRAM)
3644,479942,MEPIVACAINE HCL/EPINEPHRINE 2 %-1:100K HJ,MEPIVACAINE HCL/EPINEPHRINE,Scandonest, 2 %-1:100K HJ,CARTRIDGE
3645,480177,VITAMIN A PALMITATE  KA,VITAMIN A PALMITATE  KA,Aquasol A Crm,,CREAM (G)
3646,480185,VITAMIN A/VITAMIN D2  SO,VITAMIN A/VITAMIN D2  SO,Aquasol A And D Drops,,DROPS
3647,480215,VITAMIN E 50 UNIT/ML SO,VITAMIN E,Aquasol E Drops, 50 UNIT/ML SO,DROPS
3648,480223,NYLIDRIN HCL 12 MG TA,NYLIDRIN HCL,Arlidin Forte Tab, 12 MG TA,TABLET
3649,480231,NYLIDRIN HCL 6 MG TA,NYLIDRIN HCL,Arlidin Tab, 6 MG TA,TABLET
3650,480274,ASCORBIC ACID 200 MG CA,ASCORBIC ACID,Duo Cvp Cap, 200 MG CA,CAPSULE
3651,480282,ASCORBIC ACID/MENADIONE 200-1.33MG CA,ASCORBIC ACID/MENADIONE,Duo Cvp W Vitamin K Cap, 200-1.33MG CA,CAPSULE
3652,480312,"SOD FLUORIDE/VIT B6/VIT A,C,D  TC","SOD FLUORIDE/VIT B6/VIT A,C,D  TC",Fluorac Tab,,TAB CHEW
3653,480320,CHLORPHENIRAMINE/PHENYLEPHRINE 8 MG-20 MG CS,CHLORPHENIRAMINE/PHENYLEPHRINE,Histaspan P Cap, 8 MG-20 MG CS,CAPSULE ER
3654,480339,METHIONINE/INOSI/CHOL/VIT B12  CA,METHIONINE/INOSI/CHOL/VIT B12  CA,Methischol Cap,,CAPSULE
3655,480347,MULTIVITAMIN  HV,MULTIVITAMIN  HV,Mvi,,VIAL
3656,480355,PANTOTHENIC ACID (VIT B5) 2 % KA,PANTOTHENIC ACID (VIT B5),Panthoderm Crm, 2 % KA,CREAM (G)
3657,480363,EPINEPHRINE 11.25MG/ML SA,EPINEPHRINE,Vaponefrin Solution, 11.25MG/ML SA,SOLUTION
3658,480452,ISOPROPYL ALCOHOL 70 % ET,ISOPROPYL ALCOHOL,Alcohol Prep, 70 % ET,MED. PAD
3659,480681,PHENYLEPHRINE/PHENIRAMINE/C 10-20-50MG JL,PHENYLEPHRINE/PHENIRAMINE/C,Neo Citran A, 10-20-50MG JL,POWD PACK
3660,480762,DOPAMINE HCL 40 MG/ML HV,DOPAMINE HCL,Revimine Inj, 40 MG/ML HV,VIAL
3661,480851,THIAMINE MONONITRATE (VIT B1) 250 MG TS,THIAMINE MONONITRATE (VIT B1),Vitamine B1 Srt, 250 MG TS,TABLET ER
3662,480878,CYANOCOBALAMIN (VITAMIN B-12) 1200 MCG TS,CYANOCOBALAMIN (VITAMIN B-12),Vitamine B12 Srt, 1200 MCG TS,TABLET ER
3663,480886,ZINC GLUCONATE 50 MG TS,ZINC GLUCONATE,Zinc Srt, 50 MG TS,TABLET ER
3664,480908,NIACIN/NIACINAMIDE 100-700MG TS,NIACIN/NIACINAMIDE,Niacin Niacinamide Srt, 100-700MG TS,TABLET ER
3665,480916,PYRIDOXINE HCL (VITAMIN B6) 400 MG TS,PYRIDOXINE HCL (VITAMIN B6),Vitamine B6 Srt, 400 MG TS,TABLET ER
3666,481211,POTASSIUM CHLORIDE 20 MEQ PP,POTASSIUM CHLORIDE,K Lor Granules, 20 MEQ PP,PACKET
3667,481297,PYRIDOXINE HCL (VITAMIN B6)  TA,PYRIDOXINE HCL (VITAMIN B6)  TA,Vitamin B6 Tab,,TABLET
3668,481408,NAPHAZOLINE HCL/PHENIRAMINE 0.025-0.3% SO,NAPHAZOLINE HCL/PHENIRAMINE,Naphcon A, 0.025-0.3% SO,DROPS
3669,481726,MAGNESIUM CHLORIDE 100 MG QA,MAGNESIUM CHLORIDE,Cepasium Sup, 100 MG QA,SUPP.RECT
3670,481734,MAGNESIUM CARBONATE 100 MG TA,MAGNESIUM CARBONATE,Cepasium Tab, 100 MG TA,TABLET
3671,481793,DIFLORASONE DIACETATE 0.05 % OA,DIFLORASONE DIACETATE,Florone Ont, 0.05 % OA,OINT. (G)
3672,481807,DIFLORASONE DIACETATE 0.05 % KA,DIFLORASONE DIACETATE,Florone Crm, 0.05 % KA,CREAM (G)
3673,481815,CALCITRIOL 0.5 MCG CA,CALCITRIOL,Rocaltrol, 0.5 MCG CA,CAPSULE
3674,481823,CALCITRIOL 0.25 MCG CA,CALCITRIOL,Rocaltrol, 0.25 MCG CA,CAPSULE
3675,481831,DANTROLENE SODIUM 20 MG HS,DANTROLENE SODIUM,Dantrium Intravenous Inj, 20 MG HS,VIAL
3676,481890,CEFUROXIME SODIUM 1.5 G HS,CEFUROXIME SODIUM,Zinacef Inj, 1.5 G HS,VIAL
3677,482137,BETA-CAROTENE 924 UNIT CA,BETA-CAROTENE,Bio Bronze Cap, 924 UNIT CA,CAPSULE
3678,482358,PANTOTHENIC ACID (VIT B5) 1000 MG TS,PANTOTHENIC ACID (VIT B5),Calcium D Pantothenate Srt, 1000 MG TS,TABLET ER
3679,482382,CASCAR/MG/PEP/PANCRE/BOLD/DAND 175-800/5 SL,CASCAR/MG/PEP/PANCRE/BOLD/DAND,Choletol, 175-800/5 SL,LIQUID
3680,482412,PEPSIN/AMMONIUM CHLOR/BETAINE  TA,PEPSIN/AMMONIUM CHLOR/BETAINE  TA,Bemosin Tab,,TABLET
3681,482609,AMINO ACIDS/MANGANESE 4 MG TA,AMINO ACIDS/MANGANESE,Manganamin Tab, 4 MG TA,TABLET
3682,482641,CYANOCOBALAMIN (VITAMIN B-12) 24MCG TA,CYANOCOBALAMIN (VITAMIN B-12),Gsf Tab, 24MCG TA,TABLET
3683,482676,PLASMA PROTEIN FRACTION 5 % HM,PLASMA PROTEIN FRACTION,Plasmanate Inj, 5 % HM,IV SOLN
3684,482714,IRON HVP CHELATE 10 MG TA,IRON HVP CHELATE,Chelated Iron Tab, 10 MG TA,TABLET
3685,482900,LEUCOVORIN CALCIUM 5 MG TA,LEUCOVORIN CALCIUM,Leucovorin Calcium Tab, 5 MG TA,TABLET
3686,483087,FOLIC ACID/VIT B COMPLEX AND C 5.2 MG TA,FOLIC ACID/VIT B COMPLEX AND C,Vitamin B Complex W C Tab, 5.2 MG TA,TABLET
3687,483184,BENZOYL PEROXIDE 5 % EB,BENZOYL PEROXIDE,Panoxyl, 5 % EB,BAR
3688,483389,IRON/VIT B COMP/FOLIC ACID  SL,IRON/VIT B COMP/FOLIC ACID  SL,Floradix Formula Liq,,LIQUID
3689,483397,GLYCERIN/LANOLIN/MINERAL OIL  KA,GLYCERIN/LANOLIN/MINERAL OIL  KA,Lubriderm Crm,,CREAM (G)
3690,483540,THYROGLOBULIN 65 MG TA,THYROGLOBULIN,Proloid Tab, 65 MG TA,TABLET
3691,483559,THYROGLOBULIN 130 MG TA,THYROGLOBULIN,Proloid Tab, 130 MG TA,TABLET
